Reference	LeftContext	Pivot	RightContext
Phèdre, 61	elle. Dois -je épouser ses droits contre	un père	irrité ? Donnerai -je l'exemple à la témérité ? Et dans
Phèdre, 65	Ah, Seigneur ! Si votre heure est	une fois	marquée, Le_Ciel de nos raisons ne sait point s'informer.
Phèdre, 66	voulant les fermer, Et sa haine irritant	une flamme	rebelle, Prête à son ennemie une grâce nouvelle. Enfin d'
Phèdre, 66	une flamme rebelle, Prête à son ennemie	une grâce	nouvelle. Enfin d'un chaste amour pourquoi vous effrayer ? S'
Phèdre, 75	orgueilleux, et sauvage, Tantôt faire voler	un char	sur le rivage, Tantôt savant dans l'art par Neptune inventé
Phèdre, 75	Neptune inventé, Rendre docile à le frein	un coursier	indompté. Les forêts de nos cris moins souvent retentissent. Chargés
Phèdre, 77	nos cris moins souvent retentissent. Chargés d'	un feu	secret vos yeux s'appesantissent. Il n'en faut point douter
Phèdre, 79	aimez, vous brûlez. Vous périssez d'	un mal	que vous dissimulez. La charmante Aricie a -elle su vous plaire
Phèdre, 5	attache, Elle meurt dans mes bras d'	un mal	qu'elle me cache. Un désordre éternel règne dans son esprit
Phèdre, 11	ces lieux, Et ne lui montre point	un visage	odieux. PHÈDRE. N'allons point plus_avant. Demeurons, chère
Phèdre, 28	Que ne suis -je assise à l'ombre	de les forêts	! Quand pourrai -je au_travers_d'une noble poussière Suivre de l'oeil
Phèdre, 29	au_travers_d'une noble poussière Suivre de l'oeil	un char	fuyant dans la carrière ? OENONE. Quoi, Madame ! PHÈDRE
Phèdre, 41	S'il vous faut rougir, rougissez d'	un silence	, Qui de vos maux encore aigrit la violence. Rebelle à
Phèdre, 49	vos enfants malheureux, Que vous précipitez sous	un joug	rigoureux. Songez qu'un même jour leur ravira leur mère,
Phèdre, 50	, de votre sang, Ce fils qu'	une Amazone	a porté dans son flanc, Cet_Hippolyte... PHÈDRE. Ah dieux
Phèdre, 61	, ne souffrez pas que le fils d'	une Scythe	, Accablant vos enfants d'un empire odieux, Commande au_plus beau
Phèdre, 61	d'une Scythe, Accablant vos enfants d'	un empire	odieux, Commande au_plus beau sang de la Grèce, et de
Phèdre, 61	au_plus beau sang de la Grèce, et	de les Dieux	, Mais ne différez point, chaque moment vous tue. Réparez
Phèdre, 68	-vous déchirée ? Quel crime a pu produire	un trouble	si pressant ? Vos mains n'ont point trempé dans le sang
Phèdre, 78	. Je meurs, pour ne point faire	un aveu	si funeste. OENONE. Mourez donc, et gardez un silence
Phèdre, 80	. OENONE. Mourez donc, et gardez	un silence	inhumain, Mais pour fermer vos yeux cherchez une autre main.
Phèdre, 96	. OENONE. Madame, à le nom	de les pleurs	que pour vous j'ai versés, Par vos faibles genoux que
Phèdre, 131	? PHÈDRE. Tu vas ouïr le comble	de les horreurs	. J'aime... à ce nom fatal je tremble, je
Phèdre, 155	Vénus, et ses feux redoutables, D'	un sang	qu'elle poursuit tourments inévitables. Par de les voeux assidus je
Phèdre, 156	sang qu'elle poursuit tourments inévitables. Par	de les voeux	assidus je crus les détourner, Je lui bâtis un temple,
Phèdre, 156	je crus les détourner, Je lui bâtis	un temple	, et pris soin de l'orner. De victimes moi-même à
Phèdre, 160	le voyant sans_cesse, Même à le pied	de les autels	que je faisais fumer, J'offrais tout à ce Dieu,
Phèdre, 166	éternels L'arrachèrent de le sein, et	de les bras	paternels. Je respirais, Oenone. Et depuis son absence,
Phèdre, 174	aussitôt a saigné. Ce n'est plus	une ardeur	dans mes veines cachée. C'est Vénus tout entière à sa
Phèdre, 178	ma gloire, Et dérober à le jour	une flamme	si noire. Je n'ai pu soutenir tes larmes, tes
Phèdre, 8	le retour de Thésée, Et que par	de les vaisseaux	arrivés dans le port Hippolyte son fils vient d'apprendre sa mort
Phèdre, 12	Ciel ! PANOPE. Pour le choix d'	un maître	Athènes se partage. À le prince votre fils l'un donne
Phèdre, 14	. On dit même qu'à le trône	une brigue	insolente Veut placer Aricie, et le sang de Pallante. J'
Phèdre, 16	, Qu'il n'entraîne après lui tout	un peuple	volage. OENONE. Panope, c'est assez. La reine
Phèdre, 8	prendre sa place. Sa mort vous laisse	un fils	à qui vous vous devez, Esclave, s'il vous perd
Phèdre, 13	reproche à vous faire. Votre flamme devient	une flamme	ordinaire. Thésée en expirant vient de rompre les noeuds, Qui
Phèdre, 16	Peut-être convaincu de votre aversion Il va donner	un chef	à la sédition. Détrompez son erreur, fléchissez son courage.
Phèdre, 20	que Minerve a bâtis. Vous avez l'_un_et_l'_autre	une juste	ennemie. Unissez -vous tous deux pour combattre Aricie. PHÈDRE.
Phèdre, 25	me ramener, Et si l'amour d'	un fils	en ce moment funeste De mes faibles esprits peut ranimer le reste
Phèdre, 11	Ce n'est donc point, Ismène,	un bruit	mal affermi. Je cesse d'être esclave, et n'ai
Phèdre, 19	incroyables discours. On dit que ravisseur d'	une amante	nouvelle Les flots ont englouti cet époux infidèle. On dit même
Phèdre, 22	sans retour. ARICIE. Croirai -je qu'	un mortel	avant sa dernière heure Peut pénétrer de les morts la profonde demeure
Phèdre, 22	un mortel avant sa dernière heure Peut pénétrer	de les morts	la profonde demeure ? Quel charme l'attirait sur ces bords redoutés
Phèdre, 35	me plaigne, Et respecte en moi seule	un sexe	qu'il dédaigne ? Tu vois depuis quel temps il évite nos
Phèdre, 49	semblait -il croyable Que le triste jouet d'	un sort	impitoyable, Un coeur toujours nourri d'amertume et de pleurs,
Phèdre, 50	folles douleurs ? Reste de le sang d'	un roi	, noble fils de la Terre, Je suis seule échappée à
Phèdre, 51	la terre humectée But à regret le sang	de les neveux	d'Erechthée. Tu sais depuis leur mort quelle sévère loi Défend
Phèdre, 53	de la soeur les flammes téméraires Ne raniment	un jour	la cendre de ses frères. Mais tu sais bien aussi de
Phèdre, 54	quel oeil dédaigneux Je regardais ce soin d'	un vainqueur	soupçonneux. Tu sais que de tout temps à l'amour opposée
Phèdre, 60	le joug amoureux. Phèdre en_vain s'honorait	de les soupirs	de Thésée. Pour moi, je suis plus fière, et
Phèdre, 61	, et fuis la gloire aisée D'arracher	un hommage	à mille autres offert, Et d'entrer dans un coeur de_toutes_parts
Phèdre, 61	mille autres offert, Et d'entrer dans	un coeur	de_toutes_parts ouvert. Mais de faire fléchir un courage inflexible, De
Phèdre, 62	coeur de_toutes_parts ouvert. Mais de faire fléchir	un courage	inflexible, De porter la douleur dans une âme insensible, D'
Phèdre, 62	courage inflexible, De porter la douleur dans	une âme	insensible, D'enchaîner un captif de ses fers étonné, Contre
Phèdre, 62	douleur dans une âme insensible, D'enchaîner	un captif	de ses fers étonné, Contre un joug qui lui plaît vainement
Phèdre, 62	un captif de ses fers étonné, Contre	un joug	qui lui plaît vainement mutiné ; C'est là ce_que je veux
Phèdre, 10	affranchir d'une austère tutelle. Je révoque	de les lois	dont j'ai plaint la rigueur, Vous pouvez disposer de vous
Phèdre, 13	plus libre que moi. ARICIE. Modérez	de les bontés	, dont l'excès m'embarrasse. D'un soin si généreux
Phèdre, 14	, dont l'excès m'embarrasse. D'	un soin	si généreux honorer ma disgrâce, Seigneur, c'est me ranger
Phèdre, 16	dispensez. HIPPOLYTE. De le choix d'	un successeur	Athènes incertaine Parle de vous, me nomme, et le fils
Phèdre, 21	semble me rejeter. La Grèce me reproche	une mère	étrangère. Mais si pour concurrent je n'avais que mon frère
Phèdre, 22	droits Que je saurais sauver de le caprice	de les lois	. Un frein plus légitime arrête mon audace. Je vous cède
Phèdre, 24	vous cède, ou plutôt je vous rends	une place	; Un sceptre, que jadis vos aïeux ont reçu De ce
Phèdre, 26	père accrue, et protégée Reconnut avec joie	un roi	si généreux, Et laissa dans l'oubli vos frères malheureux.
Phèdre, 34	confuse Je crains presque, je crains qu'	un songe	ne m'abuse. Veillai -je ? Puis -je croire un semblable
Phèdre, 44	ma fierté, Croit-on que dans ses flancs	un monstre	m'ait porté ? Quelles sauvages moeurs, quelle haine endurcie Pourrait
Phèdre, 52	faut poursuivre. Il faut vous informer D'	un secret	, que mon coeur ne peut plus renfermer. Vous voyez devant
Phèdre, 53	peut plus renfermer. Vous voyez devant vous	un prince	déplorable, D'un téméraire orgueil exemple mémorable. Moi, qui
Phèdre, 59	absente je vous trouve. Dans le fond	de les forêts	votre image me suit. La lumière de le jour, les
Phèdre, 64	m'importune. Je ne me souviens plus	de les leçons	de Neptune. Mes seuls gémissements font retentir les bois, Et
Phèdre, 66	oublié ma voix. Peut-être le récit d'	un amour	si sauvage Vous fait en m'écoutant rougir de votre ouvrage.
Phèdre, 67	m'écoutant rougir de votre ouvrage. D'	un coeur	qui s'offre à vous quel farouche entretien ! Quel étrange captif
Phèdre, 70	plus chère. Songez que je vous parle	une langue	étrangère, Et ne rejetez pas de les voeux mal exprimés,
Phèdre, 70	une langue étrangère, Et ne rejetez pas	de les voeux	mal exprimés, Qu'_Hippolyte sans vous n'aurait jamais formés. THÉRAMÈNE
Phèdre, 6	lui dire. OENONE. Souvenez -vous d'	un fils	qui n'espère qu'en vous. PHÈDRE. On dit qu'
Phèdre, 10	joindre mes larmes. Je vous viens pour	un fils	expliquer mes alarmes. Mon fils n'a plus_de père, et
Phèdre, 17	HIPPOLYTE. Madame, je n'ai point	de les sentiments	si bas. PHÈDRE. Quand vous me haïriez je ne m'
Phèdre, 23	contre vous déclarée, J'ai voulu par	de les mers	en être séparée. J'ai même défendu par une expresse loi
Phèdre, 27	HIPPOLYTE. De les droits de ses enfants	une mère	jalouse Pardonne rarement à le fils d'une autre épouse. Madame
Phèdre, 34	loi commune a voulu m'excepter. Qu'	un soin	bien différent me trouble, et me dévore ! HIPPOLYTE. Madame
Phèdre, 41	On ne voit point deux fois le rivage	de les morts	, Seigneur. Puisque Thésée a vu les sombres bords, En_vain
Phèdre, 42	les sombres bords, En_vain vous espérez qu'	un Dieu	vous le renvoie, Et l'avare Achéron ne lâche point sa
Phèdre, 53	objets divers, Qui va de le Dieu	de les morts	déshonorer la couche ; Mais fidèle, mais fier, et_même un_peu
Phèdre, 55	Crète il traversa les flots, Digne sujet	de les voeux	de les filles de Minos. Que faisiez -vous alors ? Pourquoi
Phèdre, 55	les flots, Digne sujet de les voeux	de les filles	de Minos. Que faisiez -vous alors ? Pourquoi sans Hippolyte_Des héros
Phèdre, 75	avoue en rougissant, Que j'accusais à_tort	un discours	innocent. Ma honte ne peut plus soutenir votre vue. Et
Phèdre, 85	complaisance ait nourri le poison. Objet infortuné	de les vengeances	célestes, Je m'abhorre encor plus_que tu ne me détestes.
Phèdre, 86	sang, Ces dieux qui se sont fait	une gloire	cruelle De séduire le coeur d'une faible mortelle. Toi-même en
Phèdre, 95	pour t'en persuader, Si tes yeux	un moment	pouvaient me regarder. Que dis -je ? Cet aveu que je
Phèdre, 98	, le crois -tu volontaire ? Tremblante pour	un fils	que je n'osais trahir, Je te venais prier de ne
Phèdre, 99	ne le point haïr. Faibles projets d'	un coeur	trop plein_de ce_qu'il aime ! Hélas ! Je ne t'ai
Phèdre, 103	t'a donné le jour, Délivre_l'_Univers d'	un monstre	qui t'irrite. La veuve de Thésée ose aimer Hippolyte ?
Phèdre, 110	tes coups, Si ta haine m'envie	un supplice	si doux, Ou si d'un sang trop vil ta main
Phèdre, 110	un supplice si doux, Ou si d'	un sang	trop vil ta main serait trempée, Au défaut de ton bras
Phèdre, 116	Justes dieux ! Mais on vient. Évitez	de les témoins	odieux, Venez, rentrez, fuyez une honte certaine. THÉRAMÈNE
Phèdre, 116	témoins odieux, Venez, rentrez, fuyez	une honte	certaine. THÉRAMÈNE. Est -ce Phèdre qui fuit, ou plutôt_qu'
Phèdre, 18	. Phèdre ? THÉRAMÈNE. Un héraut chargé	de les volontés	d'Athènes_De_l'_État en ses mains vient remettre les rênes. Son fils
Phèdre, 23	vertu que vous récompensez ? THÉRAMÈNE. Cependant	un bruit	sourd veut que le Roi respire. On prétend que Thésée a
Phèdre, 12	mes discours ! Comme il ne respirait qu'	une retraite	prompte ! Et combien sa rougeur a redoublé ma honte ! Pourquoi
Phèdre, 18	? Il suffit que ma main l'ait	une fois	touchée, Je l'ai rendue horrible à ses yeux inhumains,
Phèdre, 20	songeant qu'à vous plaindre, Vous nourrissez	un feu	, qu'il vous faudrait éteindre. Ne vaudrait -il pas mieux
Phèdre, 21	de_plus nobles soins chercher votre repos, Contre	un ingrat	qui plaît recourir à la fuite, Régner, et de l'
Phèdre, 24	? PHÈDRE. Moi régner ! Moi ranger	un État	sous ma loi ! Quand ma faible raison ne règne plus sur
Phèdre, 25	mes sens abandonné l'empire, Quand sous	un joug	honteux à_peine je respire, Quand je me meurs. OENONE.
Phèdre, 52	trop de violence. OENONE. Songez qu'	une barbare	en son sein l'a formé. PHÈDRE. Quoique Scythe et
Phèdre, 56	OENONE. Il a pour tout le sexe	une haine	fatale. PHÈDRE. Je ne me verrai point préférer de rivale
Phèdre, 61	ma raison. Il oppose à l'amour	un coeur	inaccessible. Cherchons pour l'attaquer quelque endroit plus sensible. Les
Phèdre, 63	quelque endroit plus sensible. Les charmes d'	un Empire	ont paru le toucher. Athènes l'attirait, il n'a
Phèdre, 77	Phèdre mourante. Ne rougis point de prendre	une voix	suppliante. Je t'avouerai de tout, je n'espère qu'
Phèdre, 6	ont porté. Cruelle, si tu veux	une gloire	nouvelle, Attaque un ennemi qui te soit plus rebelle. Hippolyte
Phèdre, 6	si tu veux une gloire nouvelle, Attaque	un ennemi	qui te soit plus rebelle. Hippolyte te fuit, et bravant
Phèdre, 9	. J'ai fait l'indigne aveu d'	un amour	qui l'outrage. Il vit. Je ne veux pas en
Phèdre, 30	une tranquille paix, Ont su se faire	un front	qui ne rougit jamais. Je connais mes fureurs, je les
Phèdre, 34	. Mourons. De tant_d'horreurs, qu'	un trépas	me délivre. Est -ce un malheur si grand que de cesser
Phèdre, 35	qu'un trépas me délivre. Est -ce	un malheur	si grand que de cesser de vivre ? La mort à les
Phèdre, 40	courage. Mais quelque juste orgueil qu'inspire	un sang	si beau, Le crime d'une mère est un pesant fardeau
Phèdre, 40	un sang si beau, Le crime d'	une mère	est un pesant fardeau. Je tremble qu'un discours hélas !
Phèdre, 41	est un pesant fardeau. Je tremble qu'	un discours	hélas ! trop véritable, Un jour ne leur reproche une mère
Phèdre, 41	trop véritable, Un jour ne leur reproche	une mère	coupable. Je tremble qu'opprimés de ce poids odieux, L'
Phèdre, 59	audacieux ? PHÈDRE. Je le vois comme	un monstre	effroyable à mes yeux. OENONE. Pourquoi donc lui céder une
Phèdre, 61	yeux. OENONE. Pourquoi donc lui céder	une victoire	entière ? Vous le craignez. Osez l'accuser la première Du
Phèdre, 73	remède, Votre vie est pour moi d'	un prix	à qui tout cède. Je parlerai. Thésée aigri par mes
Phèdre, 79	demande point votre honneur menacé ? C'est	un trésor	trop cher pour oser le commettre. Quelque loi qu'il vous
Phèdre, 3	Arrêtez, Thésée, Et ne profanez point	de les transports	si charmants. Je ne mérite plus ces doux empressements. Vous
Phèdre, 6	. Souffrez que pour jamais le tremblant Hippolyte_Disparaisse	de les lieux	que votre épouse habite. THÉSÉE. Vous, mon fils,
Phèdre, 16	, en fuyant un indigne repos, D'	un sang	plus glorieux teindre mes javelots ? Vous n'aviez pas_encore atteint l'
Phèdre, 18	de l'insolence heureux persécuteur, Vous aviez	de les deux	mers assuré les rivages. Le libre voyageur ne craignait plus_d'outrages
Phèdre, 21	glorieux père, Je suis même encor loin	de les traces	de ma mère. Souffrez que mon courage ose enfin s'occuper
Phèdre, 23	d'un beau trépas la mémoire durable Éternisant	de les jours	si noblement finis, Prouve à tout l'avenir que j'étais
Phèdre, 29	as -tu tiré ? Je n'avais qu'	un ami	. Son imprudente flamme Du tyran de l'Épire allait ravir la
Phèdre, 34	mes larmes, Livré par ce barbare à	de les monstres	cruels, Qu'il nourrissait de le sang de les malheureux mortels
Phèdre, 35	malheureux mortels. Moi-même il m'enferma dans	de les cavernes	sombres, Lieux profonds, et voisins de l'Empire de les
Phèdre, 35	Lieux profonds, et voisins de l'Empire	de les Ombres	. Les dieux après six mois enfin m'ont regardé. J'
Phèdre, 41	; Je n'ai pour tout accueil que	de les frémissements	. Tout fuit, tout se refuse à mes embrassements. Et
Phèdre, 52	ennemis ? Entrons. C'est trop garder	un doute	qui m'accable. Connaissons à_la_fois le crime et le coupable.
Phèdre, 7	répandu sur toute sa maison ! Moi-même plein_d'	un feu	que sa haine réprouve, Quel il m'a vu jadis,
Phèdre, 10	père émouvoir la tendresse, Et lui dire	un amour	qu'il peut vouloir troubler, Mais que tout son pouvoir ne
Phèdre, 4	-ce que j'entends ! Un traître,	un téméraire	Préparait cet outrage à l'honneur de son père ? Avec quelle
Phèdre, 17	le coupable ? OENONE. Phèdre épargnait plutôt	un père	déplorable. Honteuse de le dessein d'un amant furieux, Et
Phèdre, 18	père déplorable. Honteuse de le dessein d'	un amant	furieux, Et de le feu criminel qu'il a pris dans
Phèdre, 30	déclaré ? OENONE. Seigneur, souvenez -vous	de les plaintes	de la Reine. Un amour criminel causa toute sa haine.
Phèdre, 6	? Faut -il que sur le front d'	un profane	adultère Brille de la vertu le sacré caractère ? Et ne devrait
Phèdre, 7	caractère ? Et ne devrait -on pas à	de les signes	certains Reconnaître le coeur de les perfides humains ? HIPPOLYTE. Puis
Phèdre, 13	trop longtemps épargné le tonnerre, Reste impur	de les brigands	dont j'ai purgé la Terre. Après_que le transport d'un
Phèdre, 14	purgé la Terre. Après_que le transport d'	un amour	plein_d'horreur Jusqu'au lit de ton père a porté ta fureur,
Phèdre, 14	porté ta fureur, Tu m'oses présenter	une tête	ennemie, Tu parais dans de les lieux pleins de ton infamie
Phèdre, 14	présenter une tête ennemie, Tu parais dans	de les lieux	pleins de ton infamie, Et ne vas pas chercher sous un
Phèdre, 14	infamie, Et ne vas pas chercher sous	un ciel	inconnu Des pays où mon nom ne soit point parvenu. Fuis
Phèdre, 16	point braver ici ma haine, Et tenter	un courroux	que je retiens à_peine. C'est bien assez pour moi de
Phèdre, 17	éternel D'avoir pu mettre à le jour	un fils	si criminel, Sans_que ta mort encor honteuse à ma mémoire,
Phèdre, 19	Fuis. Et si tu ne veux qu'	un châtiment	soudain T'ajoute à les scélérats qu'a punis cette main,
Phèdre, 19	éclaire Ne te voie en ces lieux mettre	un pied	téméraire. Fuis, dis -je, et sans retour précipitant tes
Phèdre, 22	mes voeux. Dans les longues rigueurs d'	une prison	cruelle Je n'ai point imploré ta puissance immortelle. Avares de
Phèdre, 30	fureurs connaîtra tes bontés. HIPPOLYTE. D'	un amour	criminel Phèdre accuse Hippolyte ! Un_tel excès d'horreur rend mon âme
Phèdre, 37	parole et la vie. HIPPOLYTE. D'	un mensonge	si noir justement irrité, Je devrais faire ici parler la vérité
Phèdre, 38	la vérité, Seigneur. Mais je supprime	un secret	qui vous touche. Approuvez le respect qui me ferme la bouche
Phèdre, 44	. Un jour seul ne fait point d'	un mortel	vertueux Un perfide assassin, un lâche incestueux. Élevé dans le
Phèdre, 44	d'un mortel vertueux Un perfide assassin,	un lâche	incestueux. Élevé dans le sein d'une chaste héroïne, Je
Phèdre, 48	je crois surtout avoir fait éclater La haine	de les forfaits	qu'on ose m'imputer. C'est par là qu'Hippolyte
Phèdre, 52	, Et l'on veut qu'Hippolyte épris d'	un feu	profane... THÉSÉE. Oui, c'est ce même orgueil,
Phèdre, 56	objet ton âme indifférente Dédaignait de brûler d'	une flamme	innocente. HIPPOLYTE. Non, mon père, ce coeur (
Phèdre, 91	vous m'abandonnez ? THÉSÉE. Va chercher	de les amis	, dont l'estime funeste Honore l'adultère, applaudisse à l'
Phèdre, 91	applaudisse à l'inceste, Des traîtres,	de les ingrats	, sans honneur et sans loi, Dignes de protéger un méchant
Phèdre, 95	Je me tais. Cependant Phèdre sort d'	une mère	, Phèdre est d'un sang, Seigneur, vous le savez
Phèdre, 95	sort d'une mère, Phèdre est d'	un sang	, Seigneur, vous le savez trop bien, De toutes ces
Phèdre, 101	Sors, traître. N'attends pas qu'	un père	furieux Te fasse avec opprobre arracher de ces lieux. THÉSÉE,
Phèdre, 9	accable, Ai-je pu mettre à le jour	un enfant	si coupable ? PHÈDRE. Seigneur, je viens à vous pleine
Phèdre, 7	secours de son fils : Et m'arrachant	de les bras	d'Oenone épouvantée Je cédais à le remords dont j'étais tourmentée
Phèdre, 14	mes voeux l'ingrat inexorable S'armait d'	un oeil	si fier, d'un front si redoutable, Je pensais qu'
Phèdre, 14	armait d'un oeil si fier, d'	un front	si redoutable, Je pensais qu'à l'amour son coeur toujours
Phèdre, 17	une autre a trouvé_grâce. Peut-être a -il	un coeur	facile à s'attendrir. Je suis le seul objet qu'il
Phèdre, 7	vous a fait sortir. J'ai craint	une fureur	à vous-même fatale. PHÈDRE. Oenone, qui l'eût crû
Phèdre, 10	, qui l'eût crû ? J'avais	une rivale	. OENONE. Comment ? PHÈDRE. Hippolyte aime, et je
Phèdre, 15	abordai sans crainte, Soumis, apprivoisé reconnaît	un vainqueur	. Aricie a trouvé le chemin de son coeur. OENONE.
Phèdre, 22	l'horreur de mes remords, Et d'	un refus	cruel l'insupportable injure N'était qu'un faible essai de le
Phèdre, 32	parler, se chercher ? Dans le fond	de les forêts	allaient -ils se cacher ? Hélas ! Ils se voyaient avec pleine
Phèdre, 41	en tremblant ce funeste plaisir. Et sous	un front	serein déguisant mes alarmes, Il fallait bien souvent me priver de
Phèdre, 48	mortelle pensée ! Ils bravent la fureur d'	une amante	insensée. Malgré ce même exil qui va les écarter, Ils
Phèdre, 50	quitter. Non, je ne puis souffrir	un bonheur	qui m'outrage, Oenone. Prends pitié de ma jalouse rage
Phèdre, 53	Aricie. Il faut de mon époux Contre	un sang	odieux réveiller le courroux. Qu'il ne se borne pas à
Phèdre, 54	. Qu'il ne se borne pas à	de les peines	légères. Le crime de la soeur passe celui de les frères
Phèdre, 55	. Le crime de la soeur passe celui	de les frères	. Dans mes jaloux transports je le veux implorer. Que fais
Phèdre, 71	ai pour aïeul le père et le maître	de les Dieux	. Le Ciel, tout l'Univers est plein_de mes aïeux.
Phèdre, 80	Contrainte d'avouer tant_de forfaits divers, Et	de les crimes	, peut-être inconnus à les Enfers. Que diras -tu, mon
Phèdre, 83	urne terrible. Je crois te voir cherchant	un supplice	nouveau, Toi-même de ton sang devenir le bourreau. Pardonne.
Phèdre, 96	On ne peut vaincre sa destinée. Par	un charme	fatal vous fûtes entraînée. Est -ce donc un prodige inouï parmi
Phèdre, 97	fatal vous fûtes entraînée. Est -ce donc	un prodige	inouï parmi nous ? L'amour n'a -il encor triomphé que
Phèdre, 100	trop naturelle. Mortelle subissez le sort d'	une mortelle	. Vous vous plaignez d'un joug imposé dès longtemps. Les
Phèdre, 101	d'une mortelle. Vous vous plaignez d'	un joug	imposé dès longtemps. Les Dieux même, les Dieux_de_l'_Olympe habitants,
Phèdre, 102	même, les Dieux_de_l'_Olympe habitants, Qui d'	un bruit	si terrible épouvantent les crimes, Ont brûlé quelquefois de feux illégitimes
Phèdre, 113	? Il en mourra peut-être, et d'	un père	insensé Le sacrilège voeu peut-être est exaucé. Je ne t'écoute
Phèdre, 3	péril extrême ? Vous laissez dans l'erreur	un père	qui vous aime ? Cruel, si de mes pleurs méprisant le
Phèdre, 6	assurez votre vie. Défendez votre honneur d'	un reproche	honteux, Et forcez votre père à révoquer ses voeux. Il
Phèdre, 15	lit ? Devais -je, en lui faisant	un récit	trop sincère, D'une indigne rougeur couvrir le front d'un
Phèdre, 15	D'une indigne rougeur couvrir le front d'	un père	? Vous seule avez percé ce mystère odieux. Mon coeur pour
Phèdre, 21	ai parlé, Madame. Et que jamais	une bouche	si pure Ne s'ouvre pour conter cette horrible aventure. Sur
Phèdre, 22	conter cette horrible aventure. Sur l'équité	de les Dieux	osons nous confier. Ils ont trop d'intérêt à me justifier
Phèdre, 30	Osez accompagner ma fuite. Arrachez -vous d'	un lieu	funeste et profané, Où la vertu respire un air empoisonné.
Phèdre, 30	funeste et profané, Où la vertu respire	un air	empoisonné. Profitez, pour cacher votre prompte retraite, De la
Phèdre, 43	vous vient cette glace ? Sur les pas_d'	un banni	craignez -vous de marcher ? ARICIE. Hélas ! Qu'un_tel exil
Phèdre, 47	ravissements, à votre sort liée Du reste	de les mortels	je vivrais oubliée ! Mais n'étant point unis par un lien
Phèdre, 48	oubliée ! Mais n'étant point unis par	un lien	si doux, Me puis -je avec honneur dérober avec vous ?
Phèdre, 49	l'honneur le_plus sévère Je me puis affranchir	de les mains	de votre père. Ce n'est point m'arracher de le
Phèdre, 58	princes de ma race antiques sépultures, Est	un temple	sacré formidable à les parjures. C'est là que les mortels
Phèdre, 60	osent jurer en_vain. Le perfide y reçoit	un châtiment	soudain. Et craignant d'y trouver la mort inévitable, Le
Phèdre, 62	, si vous m'en croyez, d'	un amour	éternel Nous irons confirmer le serment solennel. Nous prendrons à témoin
Phèdre, 70	promptement. Pour cacher mon départ je demeure	un moment	. Allez, et laissez -moi quelque fidèle guide, Qui conduise
Phèdre, 12	hérité. Il ne me traitait point comme	une criminelle	. THÉSÉE. J'entends, il vous jurait une amour éternelle
Phèdre, 14	THÉSÉE. J'entends, il vous jurait	une amour	éternelle. Ne vous assurez point sur_ce coeur inconstant. Car à
Phèdre, 26	? Faut -il qu'à vos yeux seuls	un nuage	odieux Dérobe sa vertu qui brille à tous les yeux ? Ah
Phèdre, 28	Ah ! C'est trop le livrer à	de les langues	perfides. Cessez. Repentez -vous de vos voeux homicides. Craignez
Phèdre, 37	en_faveur_de l'ingrat. Mais j'en crois	de les témoins	certains, irréprochables. J'ai vu, j'ai vu couler
Phèdre, 38	J'ai vu, j'ai vu couler	de les larmes	véritables. ARICIE. Prenez garde, Seigneur. Vos invincibles mains
Phèdre, 3	est donc sa pensée ? Et que cache	un discours	Commencé tant_de fois, interrompu toujours ? Veulent -ils m'éblouir par
Phèdre, 4	interrompu toujours ? Veulent -ils m'éblouir par	une feinte	vaine ? Sont -ils d'accord tous deux pour me mettre à
Phèdre, 27	exaucé jamais. J'ai peut-être trop cru	de les témoins	peu fidèles. Et j'ai trop tôt vers toi levé mes
Phèdre, 14	. Dieux ! THÉRAMÈNE. J'ai vu	de les mortels	périr le_plus aimable, Et j'ose dire encor, Seigneur,
Phèdre, 22	foudre soudaine ? THÉRAMÈNE. À_peine nous sortions	de les portes	de Trézène, Il était sur son char. Ses gardes affligés
Phèdre, 26	coursiers, qu'on voyait autrefois Pleins d'	une ardeur	si noble obéir à sa voix, L'oeil morne maintenant et
Phèdre, 27	. Un effroyable cri sorti de le fond	de les flots	Des airs en ce moment a troublé le repos. Et de
Phèdre, 28	. Et de le sein de la terre	une voix	formidable Répond en gémissant à ce cri redoutable. Jusqu'à le fond
Phèdre, 31	la plaine liquide S'élève à gros bouillons	une montagne	humide. L'onde approche, se brise, et vomit à
Phèdre, 32	, et vomit à nos yeux, Parmi	de les flots	d'écume un monstre furieux. Son front large est armé de
Phèdre, 32	yeux, Parmi de les flots d'écume	un monstre	furieux. Son front large est armé de cornes menaçantes, Tout
Phèdre, 38	Tout fuit, et sans s'armer d'	un courage	inutile Dans le temple voisin chacun cherche un asile. Hippolyte lui
Phèdre, 38	courage inutile Dans le temple voisin chacun cherche	un asile	. Hippolyte lui seul digne fils d'un héros, Arrête ses
Phèdre, 39	asile. Hippolyte lui seul digne fils d'	un héros	, Arrête ses coursiers, saisit ses javelots, Pousse à le
Phèdre, 39	, Pousse à le monstre, et d'	un dard	lancé d'une main sûre Il lui fait dans le flanc une
Phèdre, 39	monstre, et d'un dard lancé d'	une main	sûre Il lui fait dans le flanc une large blessure. De
Phèdre, 40	douleur le monstre bondissant Vient à les pieds	de les chevaux	tomber en mugissant, Se roule, et leur présente une gueule
Phèdre, 40	mugissant, Se roule, et leur présente	une gueule	enflammée, Qui les couvre de feu, de sang, et
