Reference	LeftContext	Pivot	RightContext
Phèdre, 7	secours de son fils : Et m'arrachant	de les bras	d'Oenone épouvantée Je cédais à le remords dont j'étais tourmentée
Phèdre, 32	parler, se chercher ? Dans le fond	de les forêts	allaient -ils se cacher ? Hélas ! Ils se voyaient avec pleine
Phèdre, 54	. Qu'il ne se borne pas à	de les peines	légères. Le crime de la soeur passe celui de les frères
Phèdre, 55	. Le crime de la soeur passe celui	de les frères	. Dans mes jaloux transports je le veux implorer. Que fais
Phèdre, 71	ai pour aïeul le père et le maître	de les Dieux	. Le Ciel, tout l'Univers est plein_de mes aïeux.
Phèdre, 80	Contrainte d'avouer tant_de forfaits divers, Et	de les crimes	, peut-être inconnus à les Enfers. Que diras -tu, mon
Phèdre, 22	conter cette horrible aventure. Sur l'équité	de les Dieux	osons nous confier. Ils ont trop d'intérêt à me justifier
Phèdre, 47	ravissements, à votre sort liée Du reste	de les mortels	je vivrais oubliée ! Mais n'étant point unis par un lien
Phèdre, 49	l'honneur le_plus sévère Je me puis affranchir	de les mains	de votre père. Ce n'est point m'arracher de le
Phèdre, 28	Ah ! C'est trop le livrer à	de les langues	perfides. Cessez. Repentez -vous de vos voeux homicides. Craignez
Phèdre, 37	en_faveur_de l'ingrat. Mais j'en crois	de les témoins	certains, irréprochables. J'ai vu, j'ai vu couler
Phèdre, 38	J'ai vu, j'ai vu couler	de les larmes	véritables. ARICIE. Prenez garde, Seigneur. Vos invincibles mains
Phèdre, 27	exaucé jamais. J'ai peut-être trop cru	de les témoins	peu fidèles. Et j'ai trop tôt vers toi levé mes
Phèdre, 14	. Dieux ! THÉRAMÈNE. J'ai vu	de les mortels	périr le_plus aimable, Et j'ose dire encor, Seigneur,
Phèdre, 22	foudre soudaine ? THÉRAMÈNE. À_peine nous sortions	de les portes	de Trézène, Il était sur son char. Ses gardes affligés
Phèdre, 27	. Un effroyable cri sorti de le fond	de les flots	Des airs en ce moment a troublé le repos. Et de
Phèdre, 32	, et vomit à nos yeux, Parmi	de les flots	d'écume un monstre furieux. Son front large est armé de
Phèdre, 40	douleur le monstre bondissant Vient à les pieds	de les chevaux	tomber en mugissant, Se roule, et leur présente une gueule
Phèdre, 57	non loin de ces tombeaux antiques, Où	de les rois	ses aïeux sont les froides reliques. J'y cours en soupirant
Phèdre, 64	qu'un corps défiguré, Triste objet où	de les Dieux	triomphe la colère, Et que méconnaîtrait l'oeil même de son
Phèdre, 72	, fuyant votre courroux, À la face	de les dieux	l'accepter pour époux. Elle approche. Elle voit l'herbe
Phèdre, 13	nom même augmente mon supplice. Moins connu	de les mortels	je me cacherais mieux. Je hais jusques à le soin dont
Thébaïde, 6	, Et m'empêcher de voir le_plus noir	de les forfaits	. Mais en sont -ils à les mains ? OLYMPE. De
Thébaïde, 11	le fer en_main Étéocle lui-même, Il marche	de les premiers	, et d'une ardeur extrême, Il montre à les plus
Thébaïde, 17	seulement juge de nos combats : J'ai	de les forces	assez pour tenir la campagne, Et si quelque bonheur nos armes
Thébaïde, 39	Et le crime tout seul a pour vous	de les appas	. Hé bien ! puisqu'à ce point vous en êtes avide,
Thébaïde, 49	, Vous rendra le_plus juste et le_plus grand	de les rois	. Ou s'il faut que mes voeux vous trouvent inflexible,
Thébaïde, 7	, Le roi se laisse ôter la victoire	de les mains	? JOCASTE. La victoire, Créon, n'est pas toujours
Thébaïde, 51	abhorrer. La honte suit toujours le parti	de les rebelles	, Leurs grandes actions sont les plus criminelles ; Ils signalent leur
Thébaïde, 69	amour a d'autres yeux que le commun	de les hommes	. JOCASTE. Vous abusez, Créon, de l'état où
Thébaïde, 5	honte. Bientôt si nos désirs sont exaucés	de les cieux	, La paix nous vengera de cet ambitieux. Mais il faut
Thébaïde, 23	mon coeur s'est vu soumis, Voyant	de les deux	côtés ses plus tendres amis ! Mille objets de douleur déchiraient mes
Thébaïde, 31	funeste, Et fera regretter à les princes	de les Thébains	, De n'être pas sortis de le dernier de les humains
Thébaïde, 31	De n'être pas sortis de le dernier	de les humains	. HÉMON. Peut -on se repentir d'un si grand avantage
Thébaïde, 36	est -ce pas assez de le père et	de les enfants	, Sans_qu'il aille_plus_loin chercher de les innocents ? C'est à
Thébaïde, 36	de les enfants, Sans_qu'il aille_plus_loin chercher	de les innocents	? C'est à nous à payer pour les crimes de les
Thébaïde, 37	est à nous à payer pour les crimes	de les nôtres	, Punissez-nous, grands Dieux, mais épargnez les_autres. Mon père
Thébaïde, 2	. POLYNICE. Madame, à le nom	de les Dieux	, cessez de m'arrêter. Je vois bien_que la paix ne
Thébaïde, 4	il tient pour l'injustice, Et que	de les criminels	il se rend le complice, Dois-je encore espérer qu'un peuple
Thébaïde, 19	mes droits me sont garants, La haine	de les sujets	ne fait pas les tyrans. Appelez de ce nom Étéocle lui-même
Thébaïde, 28	maître : Mais je croirais trahir la majesté	de les rois	, Si je faisais le peuple arbitre de mes droits. JOCASTE
Thébaïde, 32	verser de le sang, moi de verser	de les pleurs	? N'accorderez -vous rien à les larmes d'une mère ?
Thébaïde, 39	son orgueil l'a mis, Nous croit	de les étrangers	ou_bien de les ennemis. POLYNICE. N'imputez point ce crime
Thébaïde, 39	mis, Nous croit de les étrangers ou_bien	de les ennemis	. POLYNICE. N'imputez point ce crime à mon âme affligée
Thébaïde, 7	je me trouvai la femme, Le moindre	de les tourments	que mon coeur a soufferts, Égale tous les maux que l'on
Thébaïde, 12	pas. Prennent -ils donc plaisir à faire	de les coupables	, Afin_d'en faire après d'illustres misérables ? Et ne peuvent
Thébaïde, 13	point quand ils sont en courroux, Chercher	de les criminels	à qui le crime est doux ? JOCASTE. Hé bien en
Thébaïde, 11	calme à votre âme : Un sang digne	de les rois	dont il est découlé, Un héros pour l'État s'est
Thébaïde, 15	pays montrant son âme atteinte, Au milieu	de les deux	camps s'est avancé sans crainte, Et se faisant ouïr de
Thébaïde, 15	avancé sans crainte, Et se faisant ouïr	de les Grecs	et de les Thébains, Arrêtez, a -il dit, arrêtez
Thébaïde, 15	Et se faisant ouïr de les Grecs et	de les Thébains	, Arrêtez, a -il dit, arrêtez inhumains. Ces mots
Thébaïde, 16	Apprenez, a -il dit, l'arrêt	de les destinées	, Par qui vous allez voir vos misères bornées. Je suis
Thébaïde, 17	vos rois descendu, Qui par l'ordre	de les Dieux	doit être répandu. Recevez donc ce sang que ma main va
Thébaïde, 25	qu'après ce grand miracle, Le repos	de les Thébains	trouve encor quelque obstacle ? Cet illustre trépas ne peut -il vous
Thébaïde, 30	; Et le sang d'un héros auprès	de les immortels	, Vaut seul plus_que celui de mille criminels. JOCASTE. Connaissez
Thébaïde, 4	, Mais de quelques soldats tant_d'Argos que	de les nôtres	, Qui s'étant querellés les_uns avec les_autres, Ont insensiblement tout
Thébaïde, 6	de la race royale, S'est appliqué	de les Dieux	la réponse fatale, Et lui-même à la mort il s'est
Thébaïde, 44	plains, Assure par sa mort le repos	de les Thébains	. Le ciel promet la paix à le sang de Ménécée,
Thébaïde, 19	JOCASTE. Mon fils, à le nom	de les Dieux	, Attendez-le plutôt. Voyez -le dans ces lieux. ÉTÉOCLE.
Thébaïde, 2	de vos mains. CRÉON. L'intérêt	de les Thébains	n'est pas ce qui vous touche, Dédaigneuse princesse, et
Thébaïde, 34	n'est rien qui puisse réunir Ceux que	de les noeuds	si forts n'ont pas su retenir. L'on hait avec excès
Thébaïde, 24	Oui, quoique dans la paix je trouvasse	de les charmes	, Je serai le premier à reprendre les armes, Et si
Thébaïde, 12	sont les plus généreux. Voyons donc qui	de les deux	aura plus_de courage, Qui voudra le premier triompher de sa rage
Thébaïde, 36	parle de paix ? Quittez à le nom	de les Dieux	, ces tragiques pensées, Ne renouvelez point vos discordes passées,
Thébaïde, 53	afin_de le gagner ? Est -ce donc sur	de les morts	que vous voulez régner ? Thèbes avec raison craint le règne d'
Thébaïde, 60	suis pas le maître : J'ai honte	de les horreurs	où je me vois contraint, Et c'est injustement que le
Thébaïde, 99	vagabond je quitte mes États, Pour observer	de les lois	qu'il ne respecte pas ? De ses propres forfaits serai -je
Thébaïde, 123	et triomphez, et joignez à_la_fois La gloire	de les héros	à la pourpre de les rois. Quoi ! votre ambition serait
Thébaïde, 123	La gloire de les héros à la pourpre	de les rois	. Quoi ! votre ambition serait -elle bornée À régner tour_à_tour l'
Thébaïde, 151	grand qu'il puisse être ; L'un	de les deux	tôt ou tard se verrait renversé, Et d'un autre soi-même
Thébaïde, 154	es odieux, Partager avec toi la lumière	de les cieux	. JOCASTE. Allez_donc, j'y consens, allez perdre la
Thébaïde, 160	tuant comme vous êtes frères. Le_plus grand	de les forfaits	vous a donné le jour, Il faut qu'un crime égal
Thébaïde, 6	percer le flanc ; Et toi seule verses	de les larmes	, Tous les_autres versent de le sang. Quelle est de mes
Thébaïde, 10	leur fureur ne pouvait se contraindre, Dans	de les ruisseaux	de sang elle voulait s'éteindre. Princes dénaturés, vous voilà
Thébaïde, 18	en approuvant leurs crimes. De la chute	de les rois	vous êtes les auteurs, Mais les rois en tombant entraînent leurs
Thébaïde, 41	leur champ de bataille, Un lieu près	de les deux	camps, à le pied de la muraille. C'est là
Thébaïde, 73	mère. CRÉON. Il est vrai que	de les Dieux	le courroux embrasé, Pour nous faire périr semble s'être épuisé
Thébaïde, 77	chagrins passeraient jusqu'à vous, Vous trouverez ailleurs	de les entretiens	plus doux. Le trône vous attend, le peuple vous appelle
Thébaïde, 90	ANTIGONE. Je la refuserais de la main	de les Dieux	même, Et vous osez, Créon, m'offrir le diadème
Thébaïde, 18	dont le ciel est avare, Du reste	de les mortels	ce haut rang nous sépare, Bien peu sont honorés d'un
Thébaïde, 21	abandonne en proie, Et sans me rappeler	de les ombres	de les Enfers, Dis-moi ce_que je gagne, et non ce_que
Thébaïde, 21	, Et sans me rappeler de les ombres	de les Enfers	, Dis-moi ce_que je gagne, et non ce_que je perds.
Thébaïde, 6	m'éviter. Mourons donc... ATTALE et	de les gardes	. Ah ! Seigneur quelle cruelle envie... CRÉON. Ah !
Thébaïde, 23	les Enfers. Il tombe entre les mains	de les gardes	.           
