Quoi	PRO	quoi
passé	VER:pper	passer
notre	DET:POS	notre
honte	NOM	honte
,	PUN	,
D'	NOM	D'
autant	ADV	autant
plus	ADV	plus
malheureux	ADJ	malheureux
qu'	KON	que
accablés	VER:pper	accabler
de	PRP	de
douleurs	NOM	douleur
Tout	NAM	Tout
le	DET:ART	le
monde	NOM	monde
irrité	ADJ	irrité
nous	PRO:PER	nous
refuse	VER:pres	refuser
des	PRP:det	du
pleurs	NOM	pleur|pleurs
,	PUN	,
Qu'	NOM	Qu'
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
fureurs	NOM	fureur
que	KON	que
sur	PRP	sur
nous	PRO:PER	nous
on	PRO:PER	on
déploie	VER:pres	déployer
,	PUN	,
Nos	NOM	Nos
maux	NOM	mal
sont	VER:pres	être
le	DET:ART	le
sujet	NOM	sujet
de	PRP	de
la	DET:ART	le
publique	ADJ	publique
joie	NOM	joie
;	PUN	;
Que	VER:ppre	Que
le	DET:ART	le
peuple	NOM	peuple
triomphe	VER:pres	triompher
,	PUN	,
et	KON	et
loin	ADV	loin
de	PRP	de
s'	PRO:PER	se
attendrir	VER:infi	attendrir
,	PUN	,
Se	NAM	Se
plaint	VER:pres	plaindre
qu'	KON	que
on	PRO:PER	on
nous	PRO:PER	nous
fait	VER:pres	faire
grâce	NOM	grâce
,	PUN	,
en	PRP	en
nous	PRO:PER	nous
faisant	VER:ppre	faire
mourir	VER:infi	mourir
.	SENT	.
Oui	INT	oui
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
prévenons	VER:pres	prévenir
le	DET:ART	le
retour	NOM	retour
ordinaire	ADJ	ordinaire
,	PUN	,
Qui	NAM	Qui
du	PRP:det	du
sort	NOM	sort
indigné	ADJ	indigné
nous	PRO:PER	nous
montre	VER:pres	montrer
la	DET:ART	le
colère	NOM	colère
,	PUN	,
Occupons	VER:pres	occuper
l'	DET:ART	le
Empereur	NOM	empereur
,	PUN	,
ne	ADV	ne
le	PRO:PER	le
laissons	VER:pres	laisser
jamais	ADV	jamais
Goûter	VER:infi	goûter
le	DET:ART	le
plein	ADJ	plein
bonheur	NOM	bonheur
d'	PRP	de
une	DET:ART	un
profonde	ADJ	profond
paix	NOM	paix
;	PUN	;
Ainsi	ADJ	Ainsi
maîtres	NOM	maître
de	PRP	de
tout	ADV	tout
nous	PRO:PER	nous
n'	ADV	ne
aurons	VER:futu	avoir
plus	ADV	plus
de	PRP	de
maître	NOM	maître
Et	VER:subi	Et
le	DET:ART	le
fier	ADJ	fier
Andronic	NAM	Andronic
...	PUN	...
.	SENT	.
mais	KON	mais
je	PRO:PER	je
le	PRO:PER	le
vois	VER:pres	voir
paraître	VER:infi	paraître
,	PUN	,
L'	DET:ART	le
envoyé	NOM	envoyé
l'	PRO:PER	la|le
accompagne	VER:pres	accompagner
,	PUN	,
et	KON	et
Martian	NAM	Martian
aussi	ADV	aussi
.	SENT	.
Je	PRO:PER	je
vais	VER:pres	aller
leur	PRO:PER	lui
en	PRP	en
parler	VER:infi	parler
,	PUN	,
ils	PRO:PER	il
sont	VER:pres	être
tous	PRO:IND	tout
deux	NUM	deux
ici	ADV	ici
,	PUN	,
Léonce	NAM	Léonce
,	PUN	,
vous	PRO:PER	vous
verrez	VER:futu	voir
avec	PRP	avec
combien	ADV	combien
de	PRP	de
zèle	NOM	zèle
Des	VER:subi	Des
peuples	NOM	peuple
opprimés	VER:pper	opprimer
je	PRO:PER	je
défends	VER:pres	défendre
la	DET:ART	le
querelle	NOM	querelle
.	SENT	.
Vous	PRO:PER	vous
dont	PRO:REL	dont
les	DET:ART	le
seuls	ADJ	seul
avis	NOM	avis
et	KON	et
la	DET:ART	le
pleine	ADJ	plein
faveur	NOM	faveur
Au	VER:subi	Au
gré	NOM	gré
de	PRP	de
vos	DET:POS	votre
désirs	NOM	désir
font	VER:pres	faire
agir	VER:infi	agir
l'	DET:ART	le
Empereur	NOM	empereur
,	PUN	,
Portez-le	NOM	Portez-le
à	PRP	à
la	DET:ART	le
clémence	NOM	clémence
,	PUN	,
et	KON	et
faites	VER:pres	faire
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
rende	VER:subp	rendre
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
accorde	VER:pres	accorder
la	DET:ART	le
paix	NOM	paix
que	PRO:REL	que
Léonce	NAM	Léonce
demande	VER:pres	demander
,	PUN	,
Et	NOM	Et
cesse	NOM	cesse
d'	PRP	de
accabler	VER:infi	accabler
du	PRP:det	du
sort	NOM	sort
le	DET:ART	le
plus	ADV	plus
cruel	ADJ	cruel
,	PUN	,
Un	ABR	Un
peuple	NOM	peuple
malheureux	ADJ	malheureux
et	KON	et
non	ADV	non
pas	ADV	pas
criminel	ADJ	criminel
.	SENT	.
Pressez	VER:pres	presser
;	PUN	;
N'	NAM	N'
épargnez	VER:pres	épargner
rien	ADV	rien
,	PUN	,
secondez	VER:pres	seconder
mon	DET:POS	mon
envie	NOM	envie
,	PUN	,
Qu'	ADJ	Qu'
on	PRO:PER	on
me	PRO:PER	me
laisse	VER:pres	laisser
partir	VER:infi	partir
,	PUN	,
que	PRO:REL	que
j'	PRO:PER	je
aille	VER:pres	ailler
en	PRP	en
Bulgarie	NAM	Bulgarie
,	PUN	,
Des	NAM	Des
peuples	NOM	peuple
ébranlés	VER:pper	ébranler
j'	PRO:PER	je
assurerai	VER:futu	assurer
la	DET:ART	le
foi	NOM	foi
,	PUN	,
J'	NAM	J'
en	PRO:PER	en
réponds	VER:pres	répondre
,	PUN	,
si	KON	si
l'	PRO:PER	la|le
on	PRO:PER	on
veut	VER:pres	vouloir
s'	PRO:PER	se
en	PRP	en
reposer	VER:infi	reposer
sur	PRP	sur
moi	PRO:PER	moi
,	PUN	,
Songez	NAM	Songez
que	KON	que
vos	DET:POS	votre
conseils	NOM	conseil
ont	VER:pres	avoir
causé	VER:pper	causer
ma	DET:POS	mon
misère	NOM	misère
,	PUN	,
Que	NAM	Que
si	KON	si
j'	PRO:PER	je
obtiens	VER:pres	obtenir
par	PRP	par
vous	PRO:PER	vous
cet	PRO:DEM	ce
aveu	NOM	aveu
de	PRP	de
mon	DET:POS	mon
père	NOM	père
,	PUN	,
En	NOM	En
faveur	NOM	faveur
de	PRP	de
vos	DET:POS	votre
soins	NOM	soin
,	PUN	,
je	PRO:PER	je
puis	ADV	puis
tout	ADV	tout
oublier	VER:infi	oublier
,	PUN	,
Que	VER:infi	Que
je	PRO:PER	je
m'	PRO:PER	me
abaisse	VER:pres	abaisser
,	PUN	,
enfin	ADV	enfin
jusqu'	PRP	jusque
à	PRP	à
vous	PRO:PER	vous
en	PRP	en
prier	VER:infi	prier
.	SENT	.
Ah	INT	ah
!	SENT	!
Seigneur	NAM	Seigneur
...	PUN	...
C'	NAM	C'
est	VER:pres	être
assez	ADV	assez
.	SENT	.
Il	PRO:PER	il
me	PRO:PER	me
reste	VER:pres	rester
à	PRP	à
vous	PRO:PER	vous
dire	VER:infi	dire
Que	VER:pper	Que
je	PRO:PER	je
dois	VER:pres	devoir
être	VER:infi	être
un	DET:ART	un
jour	NOM	jour
le	DET:ART	le
maître	NOM	maître
de	PRP	de
l'	DET:ART	le
Empire	NAM	Empire
,	PUN	,
Laissez	VER:pres	laisser
-moi	PRO:PER	moi
...	PUN	...
Sur	NAM	Sur
l'	DET:ART	le
espoir	NOM	espoir
d'	PRP	de
obtenir	VER:infi	obtenir
votre	DET:POS	votre
appui	NOM	appui
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
nous	PRO:PER	nous
nous	PRO:PER	nous
flattons	VER:pres	flatter
...	PUN	...
Eh	NAM	Eh
,	PUN	,
que	PRO:REL	que
puis	ADV	puis
-je	PRO:PER	je
aujourd'hui	ADV	aujourd'hui
?	SENT	?
Hélas	INT	hélas
plus	ADV	plus
malheureux	ADJ	malheureux
encore	ADV	encore
que	KON	que
vous	PRO:PER	vous
ne	ADV	ne
l'	PRO:PER	la|le
êtes	VER:pres	être
,	PUN	,
Rien	NOM	rien
ne	ADV	ne
peut	VER:pres	pouvoir
réparer	VER:infi	réparer
les	DET:ART	le
pertes	NOM	perte
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
faites	VER:pper	faire
,	PUN	,
Et	NAM	Et
vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
un	DET:ART	un
jour	NOM	jour
dans	PRP	dans
une	DET:ART	un
douce	ADJ	doux
paix	NOM	paix
Perdre	VER:infi	perdre
le	DET:ART	le
souvenir	NOM	souvenir
des	PRP:det	du
maux	NOM	mal
qu'	PRO:REL	que
on	PRO:PER	on
vous	PRO:PER	vous
a	VER:pres	avoir
faits	VER:pper	faire
;	PUN	;
L'	DET:ART	le
Empereur	NOM	empereur
doit	VER:pres	devoir
ici	ADV	ici
vous	PRO:PER	vous
voir	VER:infi	voir
et	KON	et
vous	PRO:PER	vous
entendre	VER:infi	entendre
,	PUN	,
Il	NAM	Il
l'	PRO:PER	la|le
a	VER:pres	avoir
promis	VER:pper	promettre
,	PUN	,
il	PRO:PER	il
vient	VER:pres	venir
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
tout	ADV	tout
entreprendre	VER:infi	entreprendre
,	PUN	,
Trop	NOM	trop
heureux	ADJ	heureux
si	KON	si
mes	DET:POS	mon
soins	NOM	soin
donnent	VER:pres	donner
à	PRP	à
vos	DET:POS	votre
États	NAM	États
Ce	VER:futu	Ce
repos	NOM	repos
souhaité	VER:pper	souhaiter
dont	PRO:REL	dont
je	PRO:PER	je
ne	ADV	ne
jouis	VER:pres	jouir
pas	ADV	pas
.	SENT	.
Seigneur	NAM	Seigneur
,	PUN	,
Léonce	NAM	Léonce
encore	ADV	encore
vous	PRO:PER	vous
demande	VER:pres	demander
audience	NOM	audience
,	PUN	,
Et	NAM	Et
vous	PRO:PER	vous
avez	VER:pres	avoir
daigné	VER:pper	daigner
m'	PRO:PER	me
assurer	VER:infi	assurer
...	PUN	...
Qu'	NAM	Qu'
il	PRO:PER	il
s'	PRO:PER	se
avance	VER:pres	avancer
.	SENT	.
Permettez	VER:pres	permettre
-vous	PRO:PER	vous
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
qu'	KON	que
embrassant	VER:ppre	embrasser
vos	DET:POS	votre
genoux	NOM	genou
,	PUN	,
J'	NAM	J'
ose	VER:pres	oser
vous	PRO:PER	vous
supplier	VER:infi	supplier
d'	PRP	de
écouter	VER:infi	écouter
...	PUN	...
Levez	VER:pres	lever
-vous	PRO:PER	vous
.	SENT	.
Fais	VER:pres	faire
si	KON	si
bien	ADV	bien
,	PUN	,
juste	ADJ	juste
ciel	NOM	ciel
,	PUN	,
que	KON	que
ma	DET:POS	mon
plainte	NOM	plainte
le	DET:ART	le
touche	NOM	touche
!	SENT	!
Tout	PRO:IND	tout
un	DET:ART	un
peuple	NOM	peuple
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
vous	PRO:PER	vous
parle	VER:pres	parler
par	PRP	par
ma	DET:POS	mon
bouche	NOM	bouche
;	PUN	;
Un	ABR	Un
peuple	NOM	peuple
qui	PRO:REL	qui
toujours	ADV	toujours
à	PRP	à
vos	DET:POS	votre
ordres	NOM	ordre
soumis	VER:pper	soumettre
Fut	VER:impf	Fut
le	DET:ART	le
plus	ADV	plus
ferme	ADJ	ferme
rempart	NOM	rempart
contre	PRP	contre
vos	DET:POS	votre
ennemis	NOM	ennemi
,	PUN	,
Et	NOM	Et
de	PRP	de
qui	PRO:REL	qui
la	DET:ART	le
valeur	NOM	valeur
justement	ADV	justement
renommée	VER:pper	renommer
Se	NAM	Se
fit	VER:simp	faire
craindre	VER:infi	craindre
cent	NUM	cent
fois	NOM	foi|fois
à	PRP	à
l'	DET:ART	le
Europe	NAM	Europe
alarmée	VER:pper	alarmer
,	PUN	,
Quand	NAM	Quand
votre	DET:POS	votre
illustre	ADJ	illustre
frère	NOM	frère
achevant	VER:ppre	achever
ses	DET:POS	son
exploits	NOM	exploit
,	PUN	,
Se	NAM	Se
vit	VER:pres	vivre
et	KON	et
la	DET:ART	le
terreur	NOM	terreur
et	KON	et
l'	DET:ART	le
arbitre	NOM	arbitre
des	PRP:det	du
rois	NOM	roi
.	SENT	.
Vous	PRO:PER	vous
le	PRO:PER	le
savez	VER:pres	savoir
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
ce	PRO:DEM	ce
peuple	NOM	peuple
magnanime	ADJ	magnanime
Fut	VER:impf	Fut
toujours	ADV	toujours
honoré	VER:pper	honorer
de	PRP	de
sa	DET:POS	son
plus	ADV	plus
tendre	ADJ	tendre
estime	NOM	estime
;	PUN	;
Et	VER:simp	Et
ce	PRO:DEM	ce
digne	ADJ	digne
héros	NOM	héro|héros
pour	PRP	pour
ses	DET:POS	son
fameux	ADJ	fameux
combats	NOM	combat
Connaissait	VER:impf	connaître
parmi	PRP	parmi
nous	PRO:PER	nous
ses	DET:POS	son
chefs	NOM	chef
et	KON	et
ses	DET:POS	son
soldats	NOM	soldat
.	SENT	.
Cet	PRO:DEM	ce
heureux	ADJ	heureux
temps	NOM	temps
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
,	PUN	,
ces	PRO:DEM	ce
guerriers	NOM	guerrier
intrépides	ADJ	intrépide
Sont	VER:futu	Sont
en	PRP	en
proie	NOM	proie
aux	PRP:det	au
fureurs	NOM	fureur
des	PRP:det	du
gouverneurs	NOM	gouverneur
avides	ADJ	avide
,	PUN	,
Sous	VER:pper	Sous
des	PRP:det	du
fers	NOM	fer
odieux	ADJ	odieux
leur	DET:POS	leur
coeur	NOM	cœur
est	VER:pres	être
abattu	VER:pper	abattre
,	PUN	,
La	DET:ART	le
rigueur	NOM	rigueur
de	PRP	de
leur	DET:POS	leur
sort	NOM	sort
accable	VER:pres	accabler
leur	DET:POS	leur
vertu	NOM	vertu
;	PUN	;
Tout	NAM	Tout
se	PRO:PER	se
plaint	VER:pres	plaindre
,	PUN	,
tout	PRO:IND	tout
gémit	VER:pres	gémir
dans	PRP	dans
nos	DET:POS	notre
tristes	ADJ	triste
provinces	NOM	province
,	PUN	,
Les	DET:ART	le
chefs	NOM	chef
et	KON	et
les	DET:ART	le
soldats	NOM	soldat
,	PUN	,
et	KON	et
le	DET:ART	le
peuple	NOM	peuple
,	PUN	,
et	KON	et
les	DET:ART	le
princes	NOM	prince
;	PUN	;
Chaque	NAM	Chaque
jour	NOM	jour
sans	PRP	sans
scrupule	NOM	scrupule
on	PRO:PER	on
viole	VER:pres	violer
nos	DET:POS	notre
droits	NOM	droit
,	PUN	,
Pris	NOM	Pris
en	PRP	en
compte	NOM	compte
pour	PRP	pour
rien	NOM	rien
la	DET:ART	le
justice	NOM	justice
et	KON	et
les	DET:ART	le
lois	NOM	loi
,	PUN	,
En	NOM	En
vain	ADJ	vain
nos	DET:POS	notre
ennemis	NOM	ennemi
à	PRP	à
nos	DET:POS	notre
peuples	NOM	peuple
soutiennent	VER:pres	soutenir
Que	VER:pper	Que
c'	PRO:DEM	ce
est	VER:pres	être
de	PRP	de
votre	DET:POS	votre
part	NOM	part
que	KON	que
leurs	DET:POS	leur
ordres	NOM	ordre
nous	PRO:PER	nous
viennent	VER:pres	venir
;	PUN	;
Non	NAM	Non
,	PUN	,
vous	PRO:PER	vous
n'	ADV	ne
approuvez	VER:pres	approuver
point	ADV	point
leurs	DET:POS	leur
sanglants	ADJ	sanglant
attentats	NOM	attentat
,	PUN	,
Je	PRO:PER	je
dirai	VER:futu	dire
plus	ADV	plus
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
vous	PRO:PER	vous
ne	ADV	ne
les	PRO:PER	la|le
savez	VER:pres	savoir
pas	ADV	pas
.	SENT	.
Ah	INT	ah
,	PUN	,
si	KON	si
pour	PRP	pour
un	DET:ART	un
moment	NOM	moment
vous	PRO:PER	vous
pouviez	VER:impf	pouvoir
voir	VER:infi	voir
vous	PRO:PER	vous
-même	ADJ	même
Pour	NAM	Pour
quels	PRO:REL	quel
coups	NOM	coup
on	PRO:PER	on
se	PRO:PER	se
sert	VER:pres	servir
de	PRP	de
votre	DET:POS	votre
nom	NOM	nom
suprême	ADJ	suprême
,	PUN	,
Que	VER:simp	Que
ce	PRO:DEM	ce
saint	ADJ	saint
nom	NOM	nom
ne	ADV	ne
sert	VER:pres	servir
qu'	ADV	qu'
à	PRP	à
nous	PRO:PER	nous
tyranniser	VER:infi	tyranniser
,	PUN	,
Qu'	NAM	Qu'
à	PRP	à
mieux	ADV	mieux
lier	VER:infi	lier
la	DET:ART	le
joug	NOM	joug
qu'	PRO:REL	que
on	PRO:PER	on
nous	PRO:PER	nous
veut	VER:pres	vouloir
imposer	VER:infi	imposer
;	PUN	;
Alors	NAM	Alors
de	PRP	de
vos	DET:POS	votre
sujets	NOM	sujet
moins	ADV	moins
empereur	NOM	empereur
que	KON	que
père	NOM	père
,	PUN	,
Vous	NOM	Vous
ne	ADV	ne
songeriez	VER:cond	songer
plus	ADV	plus
qu'	KON	que
à	PRP	à
finir	VER:infi	finir
leur	DET:POS	leur
misère	NOM	misère
,	PUN	,
Et	NOM	Et
qu'	KON	que
à	PRP	à
punir	VER:infi	punir
bientôt	ADV	bientôt
avec	PRP	avec
sévérité	NOM	sévérité
Ces	VER:subi	Ces
indignes	ADJ	indigne
abus	NOM	abus
de	PRP	de
votre	DET:POS	votre
autorité	NOM	autorité
.	SENT	.
Enfin	ADV	enfin
,	PUN	,
si	KON	si
l'	PRO:PER	la|le
on	PRO:PER	on
a	VER:pres	avoir
vu	VER:pper	voir
nos	DET:POS	notre
peuples	NOM	peuple
en	PRP	en
furie	NOM	furie
S'	ADJ	S'
armer	VER:infi	armer
pour	PRP	pour
maintenir	VER:infi	maintenir
les	DET:ART	le
droits	NOM	droit
de	PRP	de
la	DET:ART	le
patrie	NOM	patrie
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
nos	DET:POS	notre
gouverneurs	NOM	gouverneur
sont	VER:pres	être
les	DET:ART	le
plus	ADV	plus
criminels	ADJ	criminel
,	PUN	,
Ils	NAM	Ils
nous	PRO:PER	nous
ont	VER:pres	avoir
trop	ADV	trop
appris	VER:pper	apprendre
à	PRP	à
devenir	VER:infi	devenir
cruels	ADJ	cruel
;	PUN	;
Pour	NAM	Pour
vous	PRO:PER	vous
,	PUN	,
nous	PRO:PER	nous
conservons	VER:pres	conserver
la	DET:ART	le
foi	NOM	foi
la	DET:ART	le
plus	ADV	plus
constante	ADJ	constant
,	PUN	,
Faut-il	NAM	Faut-il
vous	PRO:PER	vous
en	PRP	en
donner	VER:infi	donner
quelque	PRO:IND	quelque
preuve	NOM	preuve
éclatante	ADJ	éclatant
?	SENT	?
Faut-il	NOM	Faut-il
pour	PRP	pour
soutenir	VER:infi	soutenir
l'	DET:ART	le
honneur	NOM	honneur
de	PRP	de
votre	DET:POS	votre
rang	NOM	rang
?	SENT	?
Prodiguer	VER:infi	prodiguer
tous	PRO:IND	tout
nos	DET:POS	notre
biens	NOM	bien
,	PUN	,
verser	VER:infi	verser
tout	PRO:IND	tout
notre	DET:POS	notre
sang	NOM	sang
?	SENT	?
Faut-il	NOM	Faut-il
nous	PRO:PER	nous
exposant	VER:ppre	exposer
aux	PRP:det	au
horreurs	NOM	horreur
de	PRP	de
la	DET:ART	le
guerre	NOM	guerre
,	PUN	,
Suivre	VER:infi	suivre
nos	DET:POS	notre
étendards	NOM	étendard
jusqu'	PRP	jusque
au	PRP:det	au
bout	NOM	bout
de	PRP	de
la	DET:ART	le
terre	NOM	terre
?	SENT	?
Vous	PRO:PER	vous
nous	PRO:PER	nous
verrez	VER:futu	voir
contents	ADJ	content
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
déserts	NOM	désert
,	PUN	,
Braver	VER:infi	braver
pour	PRP	pour
vous	PRO:PER	vous
servir	VER:infi	servir
tous	PRO:IND	tout
les	DET:ART	le
périls	NOM	péril
offerts	ADJ	offert
,	PUN	,
Et	VER:simp	Et
mériter	VER:infi	mériter
de	PRP	de
vous	PRO:PER	vous
en	PRP	en
cherchant	VER:ppre	chercher
à	PRP	à
vous	PRO:PER	vous
plaire	VER:infi	plaire
Les	DET:ART	le
bontés	NOM	bonté
dont	PRO:REL	dont
jadis	ADV	jadis
nous	PRO:PER	nous
combla	VER:simp	combler
votre	DET:POS	votre
père	NOM	père
:	PUN	:
Mais	KON	mais
s'	PRO:PER	se
il	PRO:PER	il
faut	VER:pres	falloir
chaque	PRO:IND	chaque
jour	NOM	jour
par	PRP	par
de	PRP	de
nouveaux	ADJ	nouveau
tyrans	NOM	tyran
Voir	VER:subi	Voir
piller	VER:infi	piller
nos	DET:POS	notre
maisons	NOM	maison
,	PUN	,
massacrer	VER:infi	massacrer
nos	DET:POS	notre
parents	NOM	parent|parents
,	PUN	,
Et	VER:ppre	Et
les	DET:ART	le
trésors	NOM	trésor
tirés	VER:pper	tirer
du	PRP:det	du
sang	NOM	sang
de	PRP	de
nos	DET:POS	notre
provinces	NOM	province
,	PUN	,
Rendre	VER:infi	rendre
ces	PRO:DEM	ce
inhumains	ADJ	inhumain
plus	ADV	plus
puissants	ADJ	puissant
que	KON	que
nos	DET:POS	notre
princes	NOM	prince
,	PUN	,
Je	PRO:PER	je
l'	PRO:PER	la|le
avouerai	VER:futu	avouer
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
nos	DET:POS	notre
peuples	NOM	peuple
irrités	ADJ	irrité
S'	NAM	S'
emporteront	VER:futu	emporter
toujours	ADV	toujours
contre	PRP	contre
leurs	DET:POS	leur
cruautés	NOM	cruauté
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
vous	PRO:PER	vous
de	PRP	de
juger	VER:infi	juger
en	PRP	en
prince	NOM	prince
légitime	ADJ	légitime
S'	NAM	S'
il	PRO:PER	il
faut	VER:pres	falloir
ou	KON	ou
nous	PRO:PER	nous
absoudre	VER:infi	absoudre
,	PUN	,
ou	KON	ou
punir	VER:infi	punir
notre	DET:POS	notre
crime	NOM	crime
;	PUN	;
Si	VER:subi	Si
vous	PRO:PER	vous
nous	PRO:PER	nous
condamnez	VER:pres	condamner
,	PUN	,
pleins	ADJ	plein
de	PRP	de
respect	NOM	respect
pour	PRP	pour
vous	PRO:PER	vous
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
sans	PRP	sans
murmurer	VER:infi	murmurer
nous	PRO:PER	nous
souffrirons	VER:futu	souffrir
vos	DET:POS	votre
coups	NOM	coup
;	PUN	;
Mais	VER:impf	Mais
du	PRP:det	du
moins	ADV	moins
rejetez	VER:pres	rejeter
les	DET:ART	le
avis	NOM	avis
sanguinaires	ADJ	sanguinaire
Des	VER:simp	Des
perfides	ADJ	perfide
auteurs	NOM	auteur
de	PRP	de
toutes	PRO:IND	tout
nos	DET:POS	notre
misères	NOM	misère
,	PUN	,
Prononcez	VER:pres	prononcer
par	PRP	par
vous	PRO:PER	vous
-même	ADJ	même
,	PUN	,
et	KON	et
ne	ADV	ne
consultez	VER:pres	consulter
pas	ADV	pas
Des	ADJ	Des
coeurs	NOM	cœur
intéressés	VER:pper	intéresser
à	PRP	à
troubler	VER:infi	troubler
vos	DET:POS	votre
États	NAM	États
.	SENT	.
Ainsi	KON	ainsi
vous	PRO:PER	vous
espérez	VER:pres	espérer
avec	PRP	avec
cet	PRO:DEM	ce
artifice	NOM	artifice
Dérober	VER:infi	dérober
votre	DET:POS	votre
tête	NOM	tête
au	PRP:det	au
plus	ADV	plus
juste	ADJ	juste
supplice	NOM	supplice
?	SENT	?
Que	KON	que
dis	VER:pres	dire
-je	PRO:PER	je
?	SENT	?
Vous	PRO:PER	vous
voulez	VER:pres	vouloir
me	PRO:PER	me
prescrire	VER:infi	prescrire
des	PRP:det	du
lois	NOM	loi
,	PUN	,
Que	VER:pper	Que
pour	PRP	pour
régner	VER:infi	régner
enfin	ADV	enfin
j'	PRO:PER	je
emprunte	VER:pres	emprunter
votre	DET:POS	votre
voix	NOM	voix
?	SENT	?
C'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
vous	PRO:PER	vous
d'	PRP	de
obéir	VER:infi	obéir
,	PUN	,
sans	PRP	sans
vouloir	VER:infi	vouloir
vous	PRO:PER	vous
défendre	VER:infi	défendre
Aux	VER:pper	Aux
ordres	NOM	ordre
qu'	KON	que
en	PRP	en
mon	DET:POS	mon
nom	NOM	nom
on	PRO:PER	on
vous	PRO:PER	vous
a	VER:pres	avoir
fait	VER:pper	faire
entendre	VER:infi	entendre
,	PUN	,
Et	NOM	Et
si	KON	si
je	PRO:PER	je
n'	ADV	ne
écoutais	VER:impf	écouter
que	ADV	que
mes	DET:POS	mon
ressentiments	NOM	ressentiment
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
vous	PRO:PER	vous
répondrais	VER:cond	répondre
que	KON	que
par	PRP	par
des	PRP:det	du
châtiments	NOM	châtiment
;	PUN	;
Mais	VER:impf	Mais
je	PRO:PER	je
veux	VER:pres	vouloir
bien	ADV	bien
encore	ADV	encore
suspendre	VER:infi	suspendre
ma	DET:POS	mon
colère	NOM	colère
,	PUN	,
Je	PRO:PER	je
verrai	VER:futu	voir
s'	PRO:PER	se
il	PRO:PER	il
faut	VER:pres	falloir
être	VER:infi	être
indulgent	ADJ	indulgent
ou	KON	ou
sévère	ADJ	sévère
:	PUN	:
Allez	VER:pres	aller
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
instruit	VER:pper	instruire
de	PRP	de
vos	DET:POS	votre
prétentions	NOM	prétention
,	PUN	,
Et	NAM	Et
vous	PRO:PER	vous
saurez	VER:pres	saurer
bientôt	ADV	bientôt
mes	DET:POS	mon
résolutions	NOM	résolution
.	SENT	.
Eh	INT	eh
bien	ADV	bien
,	PUN	,
parlerez	VER:futu	parler
-vous	PRO:PER	vous
encore	ADV	encore
pour	PRP	pour
ces	PRO:DEM	ce
rebelles	NOM	rebelle
,	PUN	,
Prince	NAM	Prince
.	SENT	.
Vous	PRO:PER	vous
n'	ADV	ne
avez	VER:pres	avoir
point	ADV	point
de	PRP	de
sujets	NOM	sujet
plus	ADV	plus
fidèles	ADJ	fidèle
,	PUN	,
Et	NOM	Et
malgré	PRP	malgré
vos	DET:POS	votre
bontés	NOM	bonté
pour	PRP	pour
les	DET:ART	le
persécuteurs	NOM	persécuteur
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
vous	PRO:PER	vous
frémirez	VER:futu	frémir
d'	PRP	de
apprendre	VER:infi	apprendre
leurs	DET:POS	leur
malheurs	NOM	malheur
L'	DET:ART	le
Empereur	NOM	empereur
,	PUN	,
mon	DET:POS	mon
aïeul	NOM	aïeul
,	PUN	,
dont	PRO:REL	dont
les	DET:ART	le
vives	ADJ	vif
lumières	NOM	lumière
Égalaient	VER:impf	égaler
le	DET:ART	le
grand	ADJ	grand
coeur	NOM	cœur
,	PUN	,
et	KON	et
les	DET:ART	le
vertus	NOM	vertu
guerrières	ADJ	guerrier
Admira	VER:futu	Admira
leur	DET:POS	leur
valeur	NOM	valeur
,	PUN	,
s'	PRO:PER	se
applaudit	VER:pres	applaudir
de	PRP	de
leur	DET:POS	leur
foi	NOM	foi
.	SENT	.
Son	DET:POS	son
exemple	NOM	exemple
aujourd'hui	ADV	aujourd'hui
ne	ADV	ne
conclut	VER:pres	conclure
rien	ADV	rien
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
Eh	INT	eh
bien	ADV	bien
,	PUN	,
puisque	KON	puisque
votre	DET:POS	votre
âme	NOM	âme
encore	ADV	encore
trop	ADV	trop
irritée	VER:pper	irriter
Refuse	NAM	Refuse
à	PRP	à
leurs	DET:POS	leur
