Oui	INT	oui
bruit	VER:pres	bruir|bruire
amène	ADJ	amène
,	PUN	,
Rend	NOM	Rend
à	PRP	à
leurs	DET:POS	leur
Ennemis	NOM	ennemi
la	DET:ART	le
victoire	NOM	victoire
incertaine	ADJ	incertain
.	SENT	.
Par	PRP	par
des	PRP:det	du
coups	NOM	coup
si	ADV	si
hardis	ADJ	hardi
il	PRO:PER	il
sait	VER:pres	savoir
se	PRO:PER	se
signaler	VER:infi	signaler
,	PUN	,
Qu'	NOM	Qu'
interdits	VER:pper	interdire
à	PRP	à
leur	DET:POS	leur
tour	NOM	tour
il	PRO:PER	il
les	PRO:PER	la|le
fait	VER:pres	faire
reculer	VER:infi	reculer
.	SENT	.
À	PRP	à
voir	VER:infi	voir
couler	VER:infi	couler
le	DET:ART	le
sang	NOM	sang
qu'	PRO:REL	que
ils	PRO:PER	il
lui	PRO:PER	lui
laissent	VER:pres	laisser
répandre	VER:infi	répandre
,	PUN	,
Il	NAM	Il
semble	VER:pres	sembler
par	PRP	par
respect	NOM	respect
qu'	KON	que
ils	PRO:PER	il
n'	ADV	ne
osent	VER:pres	oser
se	PRO:PER	se
défendre	VER:infi	défendre
.	SENT	.
D'	PRP	de
un	DET:ART	un
revers	NOM	revers
si	ADV	si
fâcheux	ADJ	fâcheux
Androclide	NAM	Androclide
surpris	VER:pper	surprendre
,	PUN	,
Quoi	NAM	Quoi
,	PUN	,
lâches	ADJ	lâche
,	PUN	,
leur	DET:POS	leur
dit-il	NOM	dit-il
,	PUN	,
vous	PRO:PER	vous
épargnez	VER:pres	épargner
mon	DET:POS	mon
fils	NOM	fil|fils
?	SENT	?
Frappez	VER:pres	frapper
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
ingrat	NOM	ingrat
qu'	KON	que
une	DET:ART	un
ardeur	NOM	ardeur
légitime	ADJ	légitime
Doit	VER:pres	devoir
par	PRP	par
vous	PRO:PER	vous
à	PRP	à
Pyrrhus	NAM	Pyrrhus
pour	PRP	pour
première	NUM	premier
victime	NOM	victime
.	SENT	.
Recevez	VER:pres	recevoir
-en	PRO:PER	en
l'	DET:ART	le
exemple	NOM	exemple
.	SENT	.
Il	PRO:PER	il
tâche	VER:pres	tâcher
à	PRP	à
s'	PRO:PER	se
avancer	VER:infi	avancer
,	PUN	,
Mais	VER:impf	Mais
par	PRP	par
un	DET:ART	un
rude	ADJ	rude
obstacle	NOM	obstacle
il	PRO:PER	il
se	PRO:PER	se
voit	VER:pres	voir
traverser	VER:infi	traverser
.	SENT	.
Des	PRP:det	du
Amis	NOM	ami
de	PRP	de
Gélon	NAM	Gélon
une	DET:ART	un
troupe	NOM	troupe
fidèle	ADJ	fidèle
Du	VER:simp	Du
vaillant	ADJ	vaillant
Hippias	NAM	Hippias
vient	VER:pres	venir
seconder	VER:infi	seconder
le	DET:ART	le
zèle	NOM	zèle
Et	NAM	Et
Gélon	NAM	Gélon
à	PRP	à
leur	DET:POS	leur
tête	NOM	tête
enflammé	VER:pper	enflammer
de	PRP	de
courroux	NOM	courroux
Sur	NAM	Sur
ces	PRO:DEM	ce
lâches	ADJ	lâche
Mutins	NAM	Mutins
porte	VER:pres	porter
les	DET:ART	le
premiers	NUM	premier
coups	NOM	coup
.	SENT	.
Ce	PRO:DEM	ce
grand	ADJ	grand
secours	NOM	secours
détruit	VER:pres	détruire
le	DET:ART	le
succès	NOM	succès
qu'	PRO:REL	que
ils	PRO:PER	il
attendent	VER:pres	attendre
,	PUN	,
Dans	VER:ppre	Dans
l'	DET:ART	le
effroi	NOM	effroi
qui	PRO:REL	qui
les	DET:ART	le
trouble	NOM	trouble
à	PRP	à
peine	NOM	peine
ils	PRO:PER	il
se	PRO:PER	se
défendent	VER:pres	défendre
,	PUN	,
Sous	VER:ppre	Sous
le	DET:ART	le
fer	NOM	fer
d'	PRP	de
Hippias	NAM	Hippias
ils	PRO:PER	il
tombent	VER:pres	tomber
sans	PRP	sans
effort	NOM	effort
,	PUN	,
Le	DET:ART	le
moindre	ADJ	moindre
de	PRP	de
ses	DET:POS	son
coups	NOM	coup
est	VER:pres	être
une	DET:ART	un
sûre	ADJ	sûr
mort	NOM	mort
;	PUN	;
Mais	VER:impf	Mais
quelque	PRO:IND	quelque
fier	ADJ	fier
courroux	NOM	courroux
dont	PRO:REL	dont
la	DET:ART	le
chaleur	NOM	chaleur
le	DET:ART	le
guide	NOM	guide
Qu'	ADJ	Qu'
on	PRO:PER	on
épargne	VER:pres	épargner
,	PUN	,
dit-il	NOM	dit-il
,	PUN	,
qu'	PRO:REL	que
on	PRO:PER	on
épargne	VER:pres	épargner
Androclide	NAM	Androclide
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
beau	ADJ	beau
s'	PRO:PER	se
écrier	VER:infi	écrier
;	PUN	;
le	DET:ART	le
désordre	NOM	désordre
est	VER:pres	être
si	ADV	si
grand	ADJ	grand
Qu'	NAM	Qu'
il	PRO:PER	il
voit	VER:pres	voir
tomber	VER:infi	tomber
enfin	ADV	enfin
Androclide	NAM	Androclide
mourant	VER:ppre	mourir
.	SENT	.
Sa	DET:POS	son
chute	NOM	chute
à	PRP	à
tous	PRO:IND	tout
les	DET:ART	le
siens	PRO:POS	sien
fait	VER:pper	faire
perdre	VER:infi	perdre
le	DET:ART	le
courage	NOM	courage
,	PUN	,
Leur	VER:simp	Leur
frayeur	NOM	frayeur
à	PRP	à
la	DET:ART	le
fuite	NOM	fuite
aussitôt	ADV	aussitôt
les	PRO:PER	la|le
engage	VER:pres	engager
,	PUN	,
Et	NOM	Et
tandis	KON	tandis
que	KON	que
Gélon	NAM	Gélon
les	DET:ART	le
combats	NOM	combat
,	PUN	,
les	PRO:PER	la|le
poursuit	VER:pres	poursuivre
,	PUN	,
Au	VER:simp	Au
secours	NOM	secours
d'	PRP	de
Androclide	NAM	Androclide
Hippias	NAM	Hippias
est	VER:pres	être
réduit	VER:pper	réduire
.	SENT	.
La	DET:ART	le
crainte	NOM	crainte
qu'	PRO:REL	que
il	PRO:PER	il
ne	ADV	ne
meurt	VER:pres	mourir
avant	ADV	avant
qu'	KON	que
on	PRO:PER	on
vous	PRO:PER	vous
l'	PRO:PER	la|le
amène	VER:pres	amener
,	PUN	,
Dans	VER:ppre	Dans
le	DET:ART	le
soin	NOM	soin
qu'	PRO:REL	que
il	PRO:PER	il
en	PRO:PER	en
prend	VER:pres	prendre
,	PUN	,
fait	VER:pres	faire
la	DET:ART	le
plus	ADV	plus
rude	ADJ	rude
peine	NOM	peine
,	PUN	,
Il	NAM	Il
arrête	VER:pres	arrêter
son	DET:POS	son
sang	NOM	sang
,	PUN	,
et	KON	et
veut	VER:pres	vouloir
...	PUN	...
mais	KON	mais
le	DET:ART	le
voici	ADV	voici
.	SENT	.
Madame	NOM	Madame
,	PUN	,
espérons	VER:pres	espérer
tout	ADV	tout
,	PUN	,
le	DET:ART	le
Ciel	NOM	Ciel
est	VER:pres	être
adouci	VER:pper	adoucir
.	SENT	.
Viens	VER:pres	venir
,	PUN	,
heureux	ADJ	heureux
protecteur	NOM	protecteur
du	PRP:det	du
trône	NOM	trône
de	PRP	de
l'	DET:ART	le
Épire	NOM	Épire
,	PUN	,
C'	NAM	C'
est	VER:pres	être
à	PRP	à
toi	PRO:PER	toi
que	PRO:REL	que
je	PRO:PER	je
dois	VER:pres	devoir
le	DET:ART	le
jour	NOM	jour
que	PRO:REL	que
je	PRO:PER	je
respire	VER:pres	respirer
;	PUN	;
Un	NOM	un
lâche	ADJ	lâche
triomphait	VER:impf	triompher
,	PUN	,
sans	KON	sans
toi	PRO:PER	toi
j'	PRO:PER	je
étais	VER:impf	être
perdu	VER:pper	perdre
.	SENT	.
Contre	PRP	contre
sa	DET:POS	son
trahison	NOM	trahison
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
dû	VER:pper	devoir
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
mais	KON	mais
quand	KON	quand
le	DET:ART	le
Ciel	NOM	Ciel
en	PRO:PER	en
a	VER:pres	avoir
puni	VER:pper	punir
l'	DET:ART	le
audace	NOM	audace
,	PUN	,
Puis	VER:pres	Puis
-je	PRO:PER	je
de	PRP	de
vos	DET:POS	votre
bontés	NOM	bonté
espérer	VER:infi	espérer
une	DET:ART	un
grâce	NOM	grâce
?	SENT	?
Parle	VER:pres	parler
,	PUN	,
m'	PRO:PER	me
ayant	VER:ppre	avoir
sauvé	VER:pper	sauver
,	PUN	,
tu	PRO:PER	tu
peux	VER:pres	pouvoir
ce	PRO:DEM	ce
que	PRO:REL	que
tu	PRO:PER	tu
veux	VER:pres	vouloir
.	SENT	.
Je	PRO:PER	je
partage	VER:pres	partager
le	DET:ART	le
sort	NOM	sort
d'	PRP	de
un	DET:ART	un
Prince	NAM	Prince
malheureux	ADJ	malheureux
.	SENT	.
Tandis	KON	tandis
qu'	KON	que
à	PRP	à
me	PRO:PER	me
flatter	VER:infi	flatter
la	DET:ART	le
Fortune	NOM	fortune
s'	PRO:PER	se
emploie	VER:pres	employer
,	PUN	,
Hippias	VER:simp	Hippias
prisonnier	NOM	prisonnier
...	PUN	...
Que	NAM	Que
veux	VER:pres	vouloir
-tu	PRO:PER	tu
que	PRO:REL	que
je	PRO:PER	je
croie	VER:subp	croire
?	SENT	?
N'	ADV	ne
es	VER:pres	être
-tu	PRO:PER	tu
pas	ADV	pas
Hippias	VER:simp	Hippias
?	SENT	?
Non	ADV	non
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
et	KON	et
les	DET:ART	le
Dieux	NOM	Dieu
Ont	VER:futu	Ont
honoré	VER:pper	honorer
mes	DET:POS	mon
jours	NOM	jour
d'	PRP	de
un	DET:ART	un
sort	NOM	sort
plus	ADV	plus
glorieux	ADJ	glorieux
.	SENT	.
Déidamie	NOM	Déidamie
en	PRO:PER	en
moi	PRO:PER	moi
connaît	VER:pres	connaître
enfin	ADV	enfin
son	DET:POS	son
frère	NOM	frère
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
te	PRO:PER	te
rends	VER:pres	rendre
-tu	PRO:PER	tu
si	ADV	si
tôt	ADV	tôt
à	PRP	à
toi	PRO:PER	toi
-même	ADJ	même
contraire	NOM	contraire
,	PUN	,
Toi	NAM	Toi
,	PUN	,
qui	PRO:REL	qui
du	PRP:det	du
nom	NOM	nom
d'	PRP	de
Amant	NAM	Amant
si	KON	si
vivement	ADV	vivement
charmé	VER:pper	charmer
,	PUN	,
Avec	NAM	Avec
tant	ADV	tant
de	PRP	de
chaleur	NOM	chaleur
voulais	VER:impf	vouloir
paraître	VER:infi	paraître
aimé	VER:pper	aimer
?	SENT	?
Que	KON	que
ce	PRO:DEM	ce
titre	NOM	titre
d'	PRP	de
Amant	NAM	Amant
cesse	VER:pres	cesser
de	PRP	de
vous	PRO:PER	vous
surprendre	VER:infi	surprendre
.	SENT	.
Je	PRO:PER	je
l'	PRO:PER	la|le
ai	VER:pres	avoir
pris	VER:pper	prendre
quand	KON	quand
l'	DET:ART	le
honneur	NOM	honneur
m'	PRO:PER	me
a	VER:pres	avoir
forcé	VER:pper	forcer
de	PRP	de
le	PRO:PER	le
prendre	VER:infi	prendre
.	SENT	.
Mais	KON	mais
quand	KON	quand
mon	DET:POS	mon
mauvais	ADJ	mauvais
sort	NOM	sort
tombe	VER:pres	tomber
sur	PRP	sur
Hippias	NAM	Hippias
,	PUN	,
Je	PRO:PER	je
trahis	VER:pres	trahir
cet	PRO:DEM	ce
honneur	NOM	honneur
à	PRP	à
ne	ADV	ne
le	PRO:PER	le
quitter	VER:infi	quitter
pas	ADV	pas
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
sous	PRP	sous
son	DET:POS	son
nom	NOM	nom
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
qu'	KON	que
aimant	VER:ppre	aimer
en	PRP	en
téméraire	ADJ	téméraire
,	PUN	,
Mon	NAM	Mon
orgueil	NOM	orgueil
de	PRP	de
mon	DET:POS	mon
Roi	NOM	roi
mérita	VER:simp	mériter
la	DET:ART	le
colère	NOM	colère
.	SENT	.
Quelque	PRO:IND	quelque
inégal	ADJ	inégal
destin	NOM	destin
qui	PRO:REL	qui
condamnait	VER:impf	condamner
mes	DET:POS	mon
feux	NOM	feu
,	PUN	,
La	DET:ART	le
princesse	NOM	princesse
Antigone	NAM	Antigone
emporta	VER:simp	emporter
tous	PRO:IND	tout
mes	DET:POS	mon
voeux	NOM	vœu
.	SENT	.
Si	KON	si
la	DET:ART	le
mort	NOM	mort
de	PRP	de
Pyrrhus	NAM	Pyrrhus
vous	PRO:PER	vous
semble	VER:pres	sembler
légitime	ADJ	légitime
,	PUN	,
Ordonnez	NAM	Ordonnez
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
prêt	ADJ	prêt
à	PRP	à
mourir	VER:infi	mourir
pour	PRP	pour
ce	PRO:DEM	ce
crime	NOM	crime
,	PUN	,
À	PRP	à
donner	VER:infi	donner
tout	PRO:IND	tout
mon	DET:POS	mon
sang	NOM	sang
pour	PRP	pour
réparer	VER:infi	réparer
l'	DET:ART	le
abus	NOM	abus
...	PUN	...
Que	VER:ppre	Que
le	DET:ART	le
fils	NOM	fil|fils
d'	PRP	de
Androclide	NAM	Androclide
en	PRP	en
effet	NOM	effet
soit	KON	soit
Pyrrhus	NAM	Pyrrhus
!	SENT	!
Si	KON	si
de	PRP	de
ces	PRO:DEM	ce
vérités	NOM	vérité
vous	PRO:PER	vous
avez	VER:pres	avoir
quelque	PRO:IND	quelque
ombrage	NOM	ombrage
,	PUN	,
De	VER:simp	De
ce	PRO:DEM	ce
lâche	VER:pres	lâcher
Androclide	NAM	Androclide
examinez	VER:pres	examiner
la	DET:ART	le
rage	NOM	rage
,	PUN	,
Et	NOM	Et
quand	KON	quand
d'	PRP	de
amour	NOM	amour
pour	PRP	pour
moi	PRO:PER	moi
ce	PRO:DEM	ce
Prince	NOM	prince
est	VER:pres	être
accusé	VER:pper	accuser
,	PUN	,
Montrant	NAM	Montrant
Pyrrhus	NAM	Pyrrhus
.	SENT	.
Voyez	VER:pres	voir
par	PRP	par
qui	PRO:REL	qui
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
ce	PRO:DEM	ce
crime	NOM	crime
est	VER:pres	être
supposé	VER:pper	supposer
.	SENT	.
Vous	PRO:PER	vous
l'	PRO:PER	la|le
apprenez	VER:pres	apprendre
d'	PRP	de
un	DET:ART	un
traître	NOM	traître
,	PUN	,
à	PRP	à
qui	PRO:REL	qui
le	DET:ART	le
nom	NOM	nom
de	PRP	de
père	NOM	père
Dût	VER:subi	devoir
rendre	VER:infi	rendre
pour	PRP	pour
son	DET:POS	son
fils	NOM	fil|fils
le	DET:ART	le
secret	NOM	secret
nécessaire	ADJ	nécessaire
,	PUN	,
D'	ADJ	D'
un	DET:ART	un
perfide	ADJ	perfide
Assassin	NOM	assassin
qui	PRO:REL	qui
résout	VER:pres	résoudre
sans	PRP	sans
effroi	NOM	effroi
D'	ADJ	D'
immoler	VER:infi	immoler
à	PRP	à
Pyrrhus	NAM	Pyrrhus
et	KON	et
ce	PRO:DEM	ce
fils	NOM	fil|fils
et	KON	et
son	DET:POS	son
Roi	NOM	roi
.	SENT	.
N'	ADV	ne
en	PRO:PER	en
croyez	VER:pres	croire
que	KON	que
lui	PRO:PER	lui
seul	ADJ	seul
;	PUN	;
à	PRP	à
l'	DET:ART	le
horreur	NOM	horreur
de	PRP	de
ce	PRO:DEM	ce
crime	NOM	crime
Est	NOM	Est
-ce	PRO:DEM	ce
en	PRP	en
effet	NOM	effet
Pyrrhus	NAM	Pyrrhus
,	PUN	,
est	VER:pres	être
-ce	PRO:DEM	ce
un	DET:ART	un
fils	NOM	fil|fils
qui	PRO:REL	qui
l'	PRO:PER	la|le
anime	VER:pres	animer
?	SENT	?
Ce	PRO:DEM	ce
zèle	NOM	zèle
surprenant	VER:ppre	surprendre
soutenu	VER:pper	soutenir
jusqu'	PRP	jusque
au	PRP:det	au
bout	NOM	bout
...	PUN	...
Le	DET:ART	le
voici	ADV	voici
qu'	KON	que
on	PRO:PER	on
amène	VER:pres	amener
,	PUN	,
il	PRO:PER	il
nous	PRO:PER	nous
apprendra	VER:futu	apprendre
tout	ADV	tout
.	SENT	.
Enfin	ADV	enfin
le	DET:ART	le
juste	ADJ	juste
Ciel	NOM	Ciel
a	VER:pres	avoir
trompé	VER:pper	tromper
ton	DET:POS	ton
attente	NOM	attente
,	PUN	,
Traître	NAM	Traître
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
rien	ADV	rien
fait	VER:pper	faire
dont	PRO:REL	dont
mon	DET:POS	mon
coeur	NOM	cœur
se	PRO:PER	se
repente	VER:subp	repentir
.	SENT	.
Sujet	NOM	sujet
d'	PRP	de
AEacidès	NAM	AEacidès
avant	PRP	avant
qu'	ADV	qu'
être	VER:infi	être
le	DET:ART	le
tien	PRO:POS	tien
,	PUN	,
L'	DET:ART	le
intérêt	NOM	intérêt
de	PRP	de
son	DET:POS	son
sang	NOM	sang
a	VER:pres	avoir
fait	VER:pper	faire
toujours	ADV	toujours
le	DET:ART	le
mien	PRO:POS	mien
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
par	PRP	par
là	ADV	là
qu'	KON	que
ayant	VER:ppre	avoir
cru	VER:pper	croire
par	PRP	par
l'	DET:ART	le
hymen	NOM	hymen
de	PRP	de
ta	DET:POS	ton
fille	NOM	fille
Remettre	NAM	Remettre
innocemment	ADV	innocemment
le	DET:ART	le
trône	NOM	trône
en	PRP	en
sa	DET:POS	son
famille	NOM	famille
,	PUN	,
Par	NAM	Par
un	DET:ART	un
heureux	ADJ	heureux
accord	NOM	accord
je	PRO:PER	je
domptais	VER:impf	dompter
malgré	PRP	malgré
toi	PRO:PER	toi
Ce	VER:infi	Ce
qu'	KON	que
en	PRP	en
ton	DET:POS	ton
lâche	ADJ	lâche
coeur	NOM	cœur
son	DET:POS	son
fils	NOM	fil|fils
jetait	VER:impf	jeter
d'	PRP	de
effroi	NOM	effroi
.	SENT	.
Que	KON	que
dis	VER:pres	dire
-je	PRO:PER	je
?	SENT	?
À	PRP	à
cet	PRO:DEM	ce
effroi	NOM	effroi
faisant	VER:ppre	faire
servir	VER:infi	servir
ta	DET:POS	ton
flamme	NOM	flamme
Tu	NAM	Tu
signais	VER:impf	signer
un	DET:ART	un
Accord	NOM	accord
que	PRO:REL	que
tu	PRO:PER	tu
rompais	VER:impf	rompre
dans	PRP	dans
l'	DET:ART	le
âme	NOM	âme
.	SENT	.
Ce	PRO:DEM	ce
feu	NOM	feu
que	KON	que
pour	PRP	pour
prétexte	NOM	prétexte
ont	VER:pres	avoir
choisi	VER:pper	choisir
tes	DET:POS	ton
forfaits	NOM	forfait
,	PUN	,
A	PRP	à
fait	NOM	fait
voir	VER:infi	voir
qu'	KON	que
un	DET:ART	un
tyran	NOM	tyran
ne	ADV	ne
se	PRO:PER	se
dément	VER:pres	démentir
jamais	ADV	jamais
.	SENT	.
Pour	PRP	pour
trouver	VER:infi	trouver
à	PRP	à
le	PRO:PER	le
perdre	VER:infi	perdre
un	DET:ART	un
moyen	NOM	moyen
favorable	ADJ	favorable
Des	VER:simp	Des
mépris	VER:pper	méprendre
de	PRP	de
sa	DET:POS	son
soeur	NOM	sœur
tu	PRO:PER	tu
l'	PRO:PER	la|le
as	VER:pres	avoir
fait	VER:pper	faire
responsable	ADJ	responsable
.	SENT	.
Et	KON	et
quoi	PRO:REL	quoi
qu'	KON	que
à	PRP	à
ta	DET:POS	ton
vengeance	NOM	vengeance
ait	VER:subp	avoir
opposé	VER:pper	opposer
l'	DET:ART	le
Accord	NOM	accord
Tu	NAM	Tu
n'	ADV	ne
as	VER:pres	avoir
pu	VER:pper	pouvoir
balancer	VER:infi	balancer
à	PRP	à
résoudre	VER:infi	résoudre
sa	DET:POS	son
mort	NOM	mort
.	SENT	.
Cet	PRO:DEM	ce
arrêt	NOM	arrêt
flétrissant	ADJ	flétrissant
et	KON	et
ta	DET:POS	ton
gloire	NOM	gloire
et	KON	et
la	DET:ART	le
mienne	PRO:POS	mien
,	PUN	,
Pour	NOM	Pour
en	PRP	en
venger	VER:infi	venger
l'	DET:ART	le
affront	NOM	affront
j'	PRO:PER	je
avais	VER:impf	avoir
juré	VER:pper	jurer
la	PRO:PER	la
tienne	VER:subp	tenir
.	SENT	.
Par	PRP	par
l'	DET:ART	le
obstacle	NOM	obstacle
du	PRP:det	du
Sort	NAM	Sort
mon	DET:POS	mon
bras	NOM	bras
est	VER:pres	être
retenu	VER:pper	retenir
,	PUN	,
Mais	VER:impf	Mais
où	PRO:REL	où
manque	VER:pres	manquer
l'	DET:ART	le
effet	NOM	effet
mon	DET:POS	mon
dessein	NOM	dessein
est	VER:pres	être
connu	VER:pper	connaître
,	PUN	,
Et	VER:impf	Et
ce	PRO:DEM	ce
coeur	NOM	cœur
qui	PRO:REL	qui
cherchait	VER:impf	chercher
à	PRP	à
t'	PRO:PER	te
offrir	VER:infi	offrir
pour	PRP	pour
victime	NOM	victime
Ne	NAM	Ne
perd	VER:pres	perdre
pas	ADV	pas
sa	DET:POS	son
vertu	NOM	vertu
pour	PRP	pour
te	PRO:PER	te
laisser	VER:infi	laisser
ton	DET:POS	ton
crime	NOM	crime
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
point	NOM	point
qui	PRO:REL	qui
peut-être	ADV	peut-être
en	PRP	en
tout	PRO:IND	tout
temps	NOM	temps
débattu	VER:pper	débattre
,	PUN	,
Si	VER:ppre	Si
ma	DET:POS	mon
mort	NOM	mort
résolue	ADJ	résolu
était	VER:impf	être
crime	NOM	crime
ou	KON	ou
vertu	NOM	vertu
.	SENT	.
Cependant	ADV	cependant
quel	PRO:REL	quel
Pyrrhus	NAM	Pyrrhus
faut-il	NOM	faut-il
que	PRO:REL	que
je	PRO:PER	je
redoute	VER:pres	redouter
?	SENT	?
Ton	DET:POS	ton
fils	NOM	fil|fils
a	VER:pres	avoir
pris	VER:pper	prendre
ce	PRO:DEM	ce
nom	NOM	nom
.	SENT	.
Un	DET:ART	un
tyran	NOM	tyran
seul	ADJ	seul
en	PRP	en
doute	NOM	doute
.	SENT	.
Celui	PRO:DEM	celui
qu'	PRO:REL	que
entre	PRP	entre
tes	DET:POS	ton
mains	NOM	main
Glaucias	NAM	Glaucias
a	VER:pres	avoir
remis	VER:pper	remettre
Est	NAM	Est
Pyrrhus	NAM	Pyrrhus
,	PUN	,
est	VER:pres	être
ton	DET:POS	ton
maître	NOM	maître
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
lâche	ADJ	lâche
est	VER:pres	être
mon	DET:POS	mon
fils	NOM	fil|fils
.	SENT	.
Montrant	VER:ppre	montrer
Pyrrhus	NAM	Pyrrhus
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
jusques	PRP	jusques
en	PRO:PER	en
mourant	VER:ppre	mourir
ta	DET:POS	ton
trahison	NOM	trahison
te	PRO:PER	te
flatte	VER:pres	flatter
?	SENT	?
Madame	NOM	Madame
,	PUN	,
je	PRO:PER	je
rougis	VER:pres	rougir
que	KON	que
votre	DET:POS	votre
honte	NOM	honte
éclate	VER:pres	éclater
,	PUN	,
Et	NOM	Et
que	KON	que
de	PRP	de
ma	DET:POS	mon
vertu	NOM	vertu
vous	PRO:PER	vous
ne	ADV	ne
puissiez	VER:subp	pouvoir
tirer	VER:infi	tirer
L'	DET:ART	le
exemple	NOM	exemple
que	KON	que
mon	DET:POS	mon
zèle	NOM	zèle
a	VER:pres	avoir
dû	VER:pper	devoir
vous	PRO:PER	vous
inspirer	VER:infi	inspirer
.	SENT	.
Pour	PRP	pour
conserver	VER:infi	conserver
Pyrrhus	NAM	Pyrrhus
j'	PRO:PER	je
ai	VER:pres	avoir
cessé	VER:pper	cesser
d'	PRP	de
être	VER:infi	être
père	NOM	père
,	PUN	,
Pour	NAM	Pour
sauver	VER:infi	sauver
votre	DET:POS	votre
Amant	NOM	amant
vous	PRO:PER	vous
trahissez	VER:pres	trahir
un	DET:ART	un
frère	NOM	frère
,	PUN	,
Et	NAM	Et
l'	DET:ART	le
Amour	NAM	Amour
lâchement	ADV	lâchement
peut	VER:pres	pouvoir
plus	ADV	plus
sur	PRP	sur
votre	DET:POS	votre
foi	NOM	foi
Que	VER:futu	Que
le	DET:ART	le
sang	NOM	sang
pour	PRP	pour
mon	DET:POS	mon
fils	NOM	fil|fils
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
jamais	ADV	jamais
sur	PRP	sur
moi	PRO:PER	moi
.	SENT	.
Cesse	NOM	cesse
de	PRP	de
nous	PRO:PER	nous
vanter	VER:infi	vanter
la	DET:ART	le
grandeur	NOM	grandeur
de	PRP	de
ton	DET:POS	ton
zèle	NOM	zèle
.	SENT	.
Qui	PRO:REL	qui
meurt	VER:pres	mourir
en	PRP	en
trahissant	VER:ppre	trahir
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
vivre	VER:infi	vivre
fidèle	ADJ	fidèle
,	PUN	,
Je	PRO:PER	je
doute	VER:pres	douter
de	PRP	de
Pyrrhus	NAM	Pyrrhus
,	PUN	,
et	KON	et
quand	KON	quand
deux	NUM	deux
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
...	PUN	...
J'	NAM	J'
ai	VER:pres	avoir
fait	VER:pper	faire
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
dû	VER:pper	devoir
,	PUN	,
tu	PRO:PER	tu
fais	VER:pres	faire
ce	PRO:DEM	ce
que	PRO:REL	que
tu	PRO:PER	tu
dois	VER:pres	devoir
.	SENT	.
Doute	NOM	doute
,	PUN	,
il	PRO:PER	il
m'	PRO:PER	me
importe	VER:pres	importer
peu	ADV	peu
que	KON	que
tu	PRO:PER	tu
veuilles	VER:subp	vouloir
connaître	VER:infi	connaître
Si	NAM	Si
Pyrrhus	NAM	Pyrrhus
est	VER:pres	être
mon	DET:POS	mon
fils	NOM	fil|fils
,	PUN	,
si	KON	si
Pyrrhus	NAM	Pyrrhus
est	VER:pres	être
ton	DET:POS	ton
maître	NOM	maître
.	SENT	.
Fais	VER:pres	faire
périr	VER:infi	périr
,	PUN	,
fais	VER:pres	faire
régner	VER:infi	régner
qui	PRO:REL	qui
tu	PRO:PER	tu
pourras	VER:futu	pouvoir
des	PRP:det	du
deux	NUM	deux
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
dit	VER:pper	dire
la	DET:ART	le
vérité	NOM	vérité
,	PUN	,
trompe	VER:pres	tromper
-toi	PRO:PER	toi
si	ADV	si
tu	PRO:PER	tu
veux	VER:pres	vouloir
.	SENT	.
Crois	VER:pres	croire
-en	PRO:PER	en
plus	ADV	plus
une	DET:ART	un
soeur	NOM	sœur
qui	PRO:REL	qui
t'	PRO:PER	te
a	VER:pres	avoir
livré	VER:pper	livrer
son	DET:POS	son
frère	NOM	frère
,	PUN	,
Que	VER:ppre	Que
les	DET:ART	le
derniers	ADJ	dernier
soupirs	NOM	soupir
d'	PRP	de
un	DET:ART	un
misérable	ADJ	misérable
père	NOM	père
.	SENT	.
Crois	VER:pres	croire
-en	PRO:PER	en
...	PUN	...
N'	NAM	N'
es	VER:pres	être
-tu	PRO:PER	tu
point	ADV	point
las	ADJ	las
de	PRP	de
causer	VER:infi	causer
mes	DET:POS	mon
malheurs	NOM	malheur
,	PUN	,
Et	NAM	Et
peux	VER:pres	pouvoir
-tu	PRO:PER	tu
